UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
235097,"R",6381,"R",942,"R",213,"R",6381,"R",942,"R",213,"R",23502,"R",942,"R",783,"R",11439,"R",942,"R",381,"R",11439,"R",942,"R",381,"R",26569,"R",942,"R",886,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7052,"R",814,"R",7866,"R",6110,"R",841,"R",6951,"R",6242,"R",867,"R",7109,"R",6381,"R",942,"R",7323,.,.,"R",7052,"R",814,"R",7866,"R",6110,"R",841,"R",6951,"R",6242,"R",867,"R",7109,"R",6381,"R",942,"R",7323,.,.,"R",21458,"R",814,"R",22272,"R",22502,"R",841,"R",23343,"R",22995,"R",867,"R",23862,"R",23502,"R",942,"R",24444,.,.,"R",1095,"R",900,"R",840,"R",870,"R",10265,"R",10941,"R",11493,"R",12058,"R",3210,"R",3180,"R",2700,"R",2760,"R",10265,"R",10941,"R",11493,"R",10500,"R",3210,"R",3180,"R",2700,"R",3270,"R",3060,"R",2949,"R",2940,"R",3030
235103,"R",3782,"R",354,"R",105,"R",3782,"R",354,"R",105,"R",9152,"R",354,"R",282,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3388,"R",370,"R",3758,"R",3386,"R",370,"R",3756,"R",3468,"R",354,"R",3822,"R",3782,"R",354,"R",4136,.,.,"R",3388,"R",370,"R",3758,"R",3386,"R",370,"R",3756,"R",3468,"R",354,"R",3822,"R",3782,"R",354,"R",4136,.,.,"R",8726,"R",370,"R",9096,"R",9096,"R",370,"R",9466,"R",8823,"R",354,"R",9177,"R",9152,"R",354,"R",9506,.,.,"R",1050,"R",825,"R",840,"R",870,"R",9780,"R",10140,"R",10260,"R",10800,"R",1860,"R",1810,"R",1830,"R",1860,"R",9780,"R",10140,"R",10260,"R",10440,"R",3210,"R",3411,"R",3450,"R",3510,"R",3060,"R",3411,"R",2970,"R",3030
235149,"R",3539,"R",255,"R",107,"R",3539,"R",255,"R",107,"R",8905,"R",255,"R",285,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3388,"R",255,"R",3643,"R",3393,"R",255,"R",3648,"R",3460,"R",255,"R",3715,"R",3539,"R",255,"R",3794,.,.,"R",3388,"R",255,"R",3643,"R",3393,"R",255,"R",3648,"R",3460,"R",255,"R",3715,"R",3539,"R",255,"R",3794,.,.,"R",8726,"R",255,"R",8981,"R",8738,"R",255,"R",8993,"R",8813,"R",255,"R",9068,"R",8905,"R",255,"R",9160,.,.,"R",1050,"R",1050,"R",1050,"R",1050,"R",9780,"R",10140,"R",10140,"R",10140,"R",3210,"R",3220,"R",3220,"R",3220,"R",9780,"R",10140,"R",10140,"R",10140,"R",3210,"R",3681,"R",3681,"R",3681,"R",3060,"R",3220,"R",3220,"R",3220
235167,"R",6810,"R",936,"R",228,"R",6810,"R",936,"R",228,"R",25326,"R",936,"R",845,"R",8418,"R",609,"R",351,"R",8418,"R",609,"R",351,"R",19500,"R",609,"R",812,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7512,"R",868,"R",8380,"R",6534,"R",880,"R",7414,"R",6678,"R",921,"R",7599,"R",6810,"R",936,"R",7746,.,.,"R",7512,"R",868,"R",8380,"R",6534,"R",880,"R",7414,"R",6678,"R",921,"R",7599,"R",6810,"R",936,"R",7746,.,.,"R",21927,"R",868,"R",22795,"R",23007,"R",880,"R",23887,"R",24138,"R",921,"R",25059,"R",25326,"R",936,"R",26262,.,.,"R",1050,"R",750,"R",750,"R",870,"R",9492,"R",9360,"R",9681,"R",11346,"R",3426,"R",3315,"R",3360,"R",3435,"R",9492,"R",9360,"R",9681,"R",11346,"R",3426,"R",3315,"R",3360,"R",3435,"R",6546,"R",6250,"R",6561,"R",6765
235237,"R",3547,"R",315,"R",108,"R",3547,"R",315,"R",108,"R",3975,"R",315,"R",122,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3388,"R",255,"R",3643,"R",3393,"R",255,"R",3648,"R",3468,"R",315,"R",3783,"R",3547,"R",315,"R",3862,.,.,"R",3388,"R",255,"R",3643,"R",3393,"R",255,"R",3648,"R",3468,"R",315,"R",3783,"R",3547,"R",315,"R",3862,.,.,"R",8726,"R",255,"R",8981,"R",3801,"R",255,"R",4056,"R",3882,"R",315,"R",4197,"R",3975,"R",315,"R",4290,.,.,"R",1050,"R",855,"R",855,"R",1000,"A",.,"R",9583,"R",9690,"R",9690,"A",.,"R",3180,"R",3210,"R",3852,"R",9780,"R",9583,"R",9690,"R",9870,"R",3210,"R",3180,"R",3210,"R",4270,"R",3600,"R",3180,"R",3810,"R",4450
235316,"R",42370,"R",840,"R",1160,"R",42370,"R",840,"R",1160,"R",42370,"R",840,"R",1160,"R",16725,"R",320,"R",925,"R",16725,"R",320,"R",925,"R",16725,"R",320,"R",925,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",40500,"R",165,"R",40500,"R",165,"R",37480,"R",510,"R",37990,"R",38980,"R",750,"R",39730,"R",40540,"R",790,"R",41330,"R",42370,"R",840,"R",43210,.,.,"R",37480,"R",510,"R",37990,"R",38980,"R",750,"R",39730,"R",40540,"R",790,"R",41330,"R",42370,"R",840,"R",43210,.,.,"R",37480,"R",510,"R",37990,"R",38980,"R",750,"R",39730,"R",40540,"R",790,"R",41330,"R",42370,"R",840,"R",43210,.,.,"R",1092,"R",1092,"R",1104,"R",1124,"R",10835,"R",11158,"R",11550,"R",11944,"R",3330,"R",3330,"R",3366,"R",3517,"R",11003,"R",11158,"R",11550,"R",11944,"R",3330,"R",3330,"R",3366,"R",3517,"R",6602,"R",6602,"R",3366,"R",3517
235334,"R",3547,"R",533,"R",108,"R",3547,"R",533,"R",108,"R",8913,"R",533,"R",285,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3347,"R",341,"R",3688,"R",3393,"R",353,"R",3746,"R",3460,"R",533,"R",3993,"R",3547,"R",533,"R",4080,.,.,"R",3347,"R",341,"R",3688,"R",3393,"R",353,"R",3746,"R",3460,"R",533,"R",3993,"R",3547,"R",533,"R",4080,.,.,"R",8713,"R",341,"R",9054,"R",8738,"R",353,"R",9091,"R",8813,"R",533,"R",9346,"R",8913,"R",533,"R",9446,.,.,"R",1050,"R",825,"R",846,"R",873,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9780,"R",9582,"R",10260,"R",10440,"R",3210,"R",3180,"R",3456,"R",3510,"R",3600,"R",3351,"R",3393,"R",3447
235343,"R",3547,"R",506,"R",108,"R",3547,"R",506,"R",108,"R",3976,"R",506,"R",122,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3846,"R",498,"R",4344,"R",4099,"R",498,"R",4597,"R",3468,"R",507,"R",3975,"R",3547,"R",506,"R",4053,.,.,"R",3846,"R",498,"R",4344,"R",4099,"R",498,"R",4597,"R",3468,"R",507,"R",3975,"R",3547,"R",506,"R",4053,.,.,"R",4253,"R",498,"R",4751,"R",4509,"R",498,"R",5007,"R",3885,"R",507,"R",4392,"R",3976,"R",506,"R",4482,.,.,"R",1173,"R",1173,"R",840,"R",870,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9786,"R",9786,"R",9690,"R",9870,"R",3540,"R",3540,"R",3210,"R",3270,"R",3087,"R",3087,"R",2970,"R",3030
235422,"R",17824,"R",90,"R",743,"R",17824,"R",90,"R",743,"R",17824,"R",90,"R",743,"R",9240,"R",90,"R",770,"R",9240,"R",90,"R",770,"R",9240,"R",90,"R",770,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19032,"R",90,"R",19122,"R",19032,"R",90,"R",19122,"R",17824,"R",90,"R",17914,"R",17824,"R",90,"R",17914,.,.,"R",19032,"R",90,"R",19122,"R",19032,"R",90,"R",19122,"R",17824,"R",90,"R",17914,"R",17824,"R",90,"R",17914,.,.,"R",19032,"R",90,"R",19122,"R",19032,"R",90,"R",19122,"R",17824,"R",90,"R",17914,"R",17824,"R",90,"R",17914,.,.,"R",1050,"R",825,"R",840,"R",840,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9780,"R",9583,"R",9690,"R",9690,"R",4194,"R",3801,"R",3760,"R",3760,"R",4314,"R",3556,"R",3580,"R",3580
235431,"R",3192,"R",834,"R",85,"R",3192,"R",834,"R",85,"R",3192,"R",1270,"R",85,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3056,"R",790,"R",3846,"R",3056,"R",795,"R",3851,"R",3123,"R",813,"R",3936,"R",3192,"R",834,"R",4026,.,.,"R",3056,"R",790,"R",3846,"R",3056,"R",795,"R",3851,"R",3123,"R",813,"R",3936,"R",3192,"R",834,"R",4026,.,.,"R",3056,"R",1197,"R",4253,"R",3056,"R",1209,"R",4265,"R",3123,"R",1235,"R",4358,"R",3192,"R",1270,"R",4462,.,.,"R",1050,"R",825,"R",840,"R",870,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9780,"R",10140,"R",10260,"R",10440,"R",3210,"R",3411,"R",3450,"R",3510,"R",3600,"R",3352,"R",3390,"R",3510
235547,"R",26016,"R",75,"R",734,"R",26016,"R",75,"R",734,"R",26016,"R",75,"R",734,"R",26308,"R",75,"R",734,"R",26308,"R",75,"R",734,"R",26308,"R",75,"R",734,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
235671,"R",4257,"R",1134,"R",125,"R",4257,"R",1134,"R",125,"R",9755,"R",1134,"R",303,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3271,"R",410,"R",3681,"R",3656,"R",945,"R",4601,"R",3732,"R",945,"R",4677,"R",4257,"R",1134,"R",5391,.,.,"R",3271,"R",410,"R",3681,"R",3656,"R",945,"R",4601,"R",3732,"R",945,"R",4677,"R",4257,"R",1134,"R",5391,.,.,"R",8266,"R",410,"R",8676,"R",9063,"R",945,"R",10008,"R",9150,"R",945,"R",10095,"R",9755,"R",1134,"R",10889,.,.,"R",1150,"R",1010,"R",1020,"R",925,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9670,"R",9670,"R",9770,"R",8024,"R",4000,"R",3590,"R",3620,"R",3394,"R",3640,"R",3064,"R",3430,"R",3394
235699,"R",2808,"R",1443,"R",118,"R",2808,"R",1443,"R",118,"R",7746,"R",1872,"R",267,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2688,"R",1192,"R",3880,"R",2688,"R",1371,"R",4059,"R",2748,"R",1389,"R",4137,"R",2808,"R",1443,"R",4251,.,.,"R",2688,"R",1192,"R",3880,"R",2688,"R",1371,"R",4059,"R",2748,"R",1389,"R",4137,"R",2808,"R",1443,"R",4251,.,.,"R",7625,"R",1593,"R",9218,"R",7625,"R",1778,"R",9403,"R",7683,"R",1803,"R",9486,"R",7746,"R",1872,"R",9618,.,.,"R",1485,"R",1065,"R",1092,"R",1008,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10371,"R",10272,"R",10539,"R",10806,"R",3417,"R",3456,"R",3516,"R",3633,"R",3222,"R",3093,"R",3141,"R",3138
235750,"R",3548,"R",316,"R",117,"R",3548,"R",316,"R",117,"R",3953,"R",316,"R",129,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3802,"R",329,"R",4131,"R",3783,"R",348,"R",4131,"R",3922,"R",353,"R",4275,"R",3548,"R",316,"R",3864,.,.,"R",3802,"R",329,"R",4131,"R",3783,"R",348,"R",4131,"R",3922,"R",353,"R",4275,"R",3548,"R",316,"R",3864,.,.,"R",4315,"R",329,"R",4644,"R",4317,"R",348,"R",4665,"R",4389,"R",353,"R",4742,"R",3953,"R",316,"R",4269,.,.,"R",1155,"R",906,"R",924,"R",870,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10758,"R",11154,"R",11286,"R",10440,"R",3531,"R",3750,"R",3795,"R",3510,"R",3366,"R",3243,"R",3267,"R",3030
236072,"R",3546,"R",915,"R",108,"R",3546,"R",915,"R",108,"R",3546,"R",915,"R",108,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4119,"R",339,"R",4458,"R",3393,"R",426,"R",3819,"R",3707,"R",595,"R",4302,"R",3547,"R",914,"R",4461,.,.,"R",4119,"R",339,"R",4458,"R",3393,"R",426,"R",3819,"R",3707,"R",595,"R",4302,"R",3547,"R",914,"R",4461,.,.,"R",4119,"R",339,"R",4458,"R",3393,"R",426,"R",3819,"R",3707,"R",595,"R",4302,"R",3547,"R",914,"R",4461,.,.,"R",1050,"R",825,"R",840,"R",870,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9780,"R",10140,"R",10260,"R",10440,"R",3600,"R",3756,"R",3810,"R",3870,"R",3300,"R",3295,"R",3330,"R",3360
236133,"R",31100,"R",440,"R",1250,"R",31100,"R",440,"R",1250,"R",31100,"R",440,"R",1250,"R",18293,"R",220,"R",742,"R",18293,"R",220,"R",742,"R",18293,"R",220,"R",742,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",27700,"R",387,"R",28087,"R",28800,"R",400,"R",29200,"R",29900,"R",420,"R",30320,"R",31100,"R",440,"R",31540,.,.,"R",27700,"R",387,"R",28087,"R",28800,"R",400,"R",29200,"R",29900,"R",420,"R",30320,"R",31100,"R",440,"R",31540,.,.,"R",27700,"R",387,"R",28087,"R",28800,"R",400,"R",29200,"R",29900,"R",420,"R",30320,"R",31100,"R",440,"R",31540,.,.,"R",1000,"R",1000,"R",840,"R",840,"R",7790,"R",8100,"R",8400,"R",8630,"R",2050,"R",3050,"R",2430,"R",2430,"R",6800,"R",7800,"R",10260,"R",10640,"R",2960,"R",3960,"R",3450,"R",3450,"R",2690,"R",7650,"R",6180,"R",2970
236188,"R",3547,"R",225,"R",107,"R",3547,"R",225,"R",107,"R",4014,"R",225,"R",121,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3612,"R",225,"R",3837,"R",3393,"R",225,"R",3618,"R",3468,"R",225,"R",3693,"R",3546,"R",225,"R",3771,.,.,"R",3612,"R",225,"R",3837,"R",3393,"R",225,"R",3618,"R",3468,"R",225,"R",3693,"R",3546,"R",225,"R",3771,.,.,"R",3612,"R",225,"R",3837,"R",3839,"R",225,"R",4064,"R",3922,"R",225,"R",4147,"R",4016,"R",225,"R",4241,.,.,"R",1095,"R",828,"R",1035,"R",1240,"R",9828,"R",9588,"R",9855,"R",10255,"R",3255,"R",3183,"R",3183,"R",3355,"R",9828,"R",9588,"R",9855,"R",10355,"R",3255,"R",3183,"R",3255,"R",3455,"R",3075,"R",2952,"R",3175,"R",3575
236230,"R",41696,"R",370,"R",1314,"R",41696,"R",370,"R",1314,"R",41696,"R",370,"R",1314,"R",30146,"R",100,"R",1112,"R",30146,"R",100,"R",1112,"R",30146,"R",100,"R",1112,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",37600,"R",350,"R",37950,"R",39080,"R",370,"R",39450,"R",40352,"R",370,"R",40722,"R",42066,"R",370,"R",42436,.,.,"R",37600,"R",350,"R",37950,"R",39080,"R",370,"R",39450,"R",40352,"R",370,"R",40722,"R",42066,"R",370,"R",42436,.,.,"R",37600,"R",350,"R",37950,"R",39080,"R",370,"R",39450,"R",40352,"R",370,"R",40722,"R",42066,"R",370,"R",42436,.,.,"R",1050,"R",825,"R",840,"R",840,"R",10330,"R",10330,"R",10520,"R",10790,"R",2508,"R",2703,"R",2718,"R",2718,"R",10330,"R",10330,"R",10520,"R",10520,"R",2508,"R",2703,"R",2718,"R",2718,"R",6290,"R",3255,"R",3270,"R",3270
236258,"R",3955,"R",498,"R",108,"R",3955,"R",498,"R",108,"R",4525,"R",498,"R",148,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4000,"R",191,"R",4191,"R",4153,"R",191,"R",4344,"R",3849,"R",498,"R",4347,"R",3955,"R",498,"R",4453,.,.,"R",4000,"R",191,"R",4191,"R",4153,"R",191,"R",4344,"R",3849,"R",498,"R",4347,"R",3955,"R",498,"R",4453,.,.,"R",4400,"R",191,"R",4591,"R",4560,"R",191,"R",4751,"R",3849,"R",903,"R",4752,"R",4525,"R",498,"R",5023,.,.,"R",1050,"R",1050,"R",840,"R",870,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9780,"R",9780,"R",9690,"R",9870,"R",3345,"R",3345,"R",3324,"R",2100,"R",3378,"R",3378,"R",3084,"R",3270
