UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1M01,F1M02,F1M03,F1M04,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1H01,F1H02   
155025,36580592,76640999,34304916,110945915,147526507,2117999,1467263,11624385,13091648,46286557,19532728,65819285,78910933,2080522,30870999,27072144,0,10709908,68653051,959140,9143980,117010663,9395067,5509849,142018699,65377700,0,0,89175509,96615729,-7440220,76681434,-588163,68653051,34495033,1854340,1034709,2425390,197303,2228087,8371471,0,972155,128157,0,49281255,0,30967221,0,6416984,0,0,0,396924,0,37781129,87062384,2113125,0,0,0,2113125,89175509,37229563,22047768,887008,392680,3269698,1279666,14083852,5814649,7927445,3477226,7269459,3557128,7463142,10814415,3177798,0,0,0,0,7671147,96615729,39746915,11034190,10712840,3209994,1263975,30647815,887199,12486678,2069584,2009481,6101281,315703,762634,0,0,4934158,12113776,4650634,0,4650634,7463142,74413133,77134182
155052,2661571,3104014,0,3104014,5765585,2936,0,501464,501464,61965,361655,423620,925084,0,3042049,0,0,1801388,4843437,0,0,0,7096962,113446,7210408,4106395,0,0,8253396,7753357,500039,4473045,-129647,4843437,3015413,458532,74938,0,0,0,108413,,116131,,240989,4014416,0,2703797,102211,857942,0,0,570262,4767,1,4238980,8253396,0,0,0,0,0,8253396,3515027,2311142,0,0,0,0,293542,206742,665667,380704,1579276,751711,403773,603471,14734,,,,,692601,7753357,3949677,684366,603471,404639,0,2111204,,,,,857942,55065,0,0,0,280313,1193320,758645,30902,789547,403773,3432485,3714665
155061,48799938,163627264,9193925,172821189,221621127,2596265,1585043,18919083,20504126,29207030,19145647,48352677,68856803,2268267,132835191,10323549,0,9933582,153092322,304456,25919699,158716426,24349917,34970616,244261114,86219469,4065361,0,140486404,140659310,-172906,153671139,-405911,153092322,62753810,4758663,2300621,0,0,0,17028723,0,360929,0,2755376,89958122,0,32777502,0,15945703,0,0,307154,0,0,49030359,138988481,1497923,0,0,0,1497923,140486404,50995908,36156746,1116673,354195,4306656,1884904,17385378,8037250,12596593,6182845,9935599,4314741,14307994,16608558,3014781,0,0,0,0,13405951,140659310,60521000,16491989,7112024,6098623,951382,49484292,1046060,13079878,2257716,2526081,15945703,476672,1015669,0,4219718,2943080,24600842,10292848,0,10292848,14307994,92156912,98293840
155098,5108315,13272625,247814,13520439,18628754,0,420087,828953,1249040,6773389,0,6773389,8022429,0,6326963,0,0,4279362,10606325,985633,0,19650120,5448022,759075,26842850,13570225,0,0,18790379,18507399,282980,10323346,-1,10606325,3255493,2167334,627938,0,0,0,1051989,,0,,2145164,9247918,0,3790449,3145755,2603530,0,0,0,2727,0,9542461,18790379,0,0,0,0,0,18790379,8316421,3921815,0,0,9694,552,360574,305715,2561632,1292332,1859440,825645,2194093,1347622,153284,,,,,1857923,18507399,6993197,2046231,1202494,885303,280134,7100040,,,,,2603530,28047,0,0,0,456215,3087792,596989,296710,893699,2194093,5817721,6500209
155104,13279981,29410264,2057019,31467283,44747264,94637,1558719,1215391,2774110,9741582,0,9741582,12515692,4521548,20882282,555637,0,6366742,27804661,1580064,11330880,42831923,9186753,72955,65002575,33948292,0,0,25016278,25142336,-126058,28651726,-721007,27804661,3076696,1333463,148000,178463,0,178463,1535166,,0,,274087,6545875,0,4331436,10245735,3755433,0,0,0,123852,3947,18460403,25006278,0,0,0,10000,10000,25016278,10108601,4825873,0,0,76099,9518,1712592,792125,5453489,2657753,3073761,1471380,178359,4537060,546575,,,,,2375,25142336,10303224,3525131,2996653,2631909,302675,5382744,1585869,80728,25918,63425,3702323,53110,0,0,0,831997,4587430,2116354,2292717,4409071,178359,5984330,6001868
155140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23878834,23878834,0,0,0,0,337429,0,0,0,0,0,0,0,0,0,0,337429,18064742,0,0,4059336,0,1417327,0,0,0,23541405,23878834,0,0,0,0,0,23878834,6622060,4209323,0,0,0,0,2386104,1138458,6980464,3491204,4246412,1932813,3643794,0,0,0,0,0,0,0,23878834,10771798,3256786,1502971,0,0,8347279,,,,,2402787,19021,0,0,511620,1243136,4176564,532770,0,532770,3643794,,
155186,2227460,13895525,458644,14354169,16581629,156254,462614,998999,1461613,769428,696168,1465596,2927209,100740,12675567,0,3101,1031266,13709934,620320,0,23265760,4133164,105236,28124480,14228955,0,0,23492635,23244953,247682,13261722,200530,13709934,1526454,4914129,2065329,0,0,0,3621177,,0,,2240740,14367829,0,3824749,1850491,3428382,0,0,0,21184,0,9124806,23492635,0,0,0,0,0,23492635,5964614,4635562,93854,67629,255505,243023,2189704,401765,3721992,1827210,4211733,1041044,3486485,1826207,117794,,,,,1494859,23244953,8334027,1936816,1202233,929724,47101,10795052,84113,147145,80231,143170,3428382,58103,0,0,0,3060605,6547090,3060605,0,3060605,3486485,2650856,2991967
155195,27789757,28167072,3396215,31563287,59353044,1025461,1326296,5131664,6457960,13794735,2503672,16298407,22756367,42081,18012007,4539798,0,15028252,37580057,195688,2911443,50847090,19142579,0,73096800,44929729,0,0,52102348,51067580,1034768,36297102,248187,37580057,7435596,947199,141337,154732,134324,20408,4684497,,1208575,,534691,15106627,0,11625563,13915377,7503660,0,0,671160,131252,0,33847012,48953639,0,259579,0,2889130,3148709,52102348,18794568,12586316,0,0,2411202,1358448,3736520,1902165,6615765,3731550,5536170,2423285,3785522,4724044,340510,,,,,5463789,51067580,22342274,4884073,4058928,2173276,425848,17183181,415615,824216,1091,559495,7328731,174929,19400,0,0,182828,7705888,3920366,0,3920366,3785522,16502054,18013031
155201,5695651,10411684,271241,10682925,16378576,0,838263,1220895,2059158,3900000,219087,4119087,6178245,0,6511684,0,0,3688647,10200331,54729,0,9056426,1065955,0,10177110,9381241,0,8424611,14880720,14057792,822928,9377403,0,10200331,1461033,877665,654207,0,0,0,829533,,0,,378326,4200764,0,1908660,6091660,1913367,0,0,180208,7031,579029,10679955,14880719,0,0,0,1,1,14880720,4003225,2504496,0,0,272352,118475,519897,351127,2202308,1362747,3153434,946974,898552,1654352,56953,,,,,1353672,14057792,5632389,1570228,702573,738314,16349,5397939,,,,,1913367,708665,654207,0,0,0,3276239,1575347,802340,2377687,898552,,
155210,153109561,130809163,69020690,199829853,352939414,1181476,4750000,16647231,21397231,74641215,8293237,82934452,104331683,129503,117931029,14507105,0,117221570,249659704,40688997,0,210722515,34568624,13100259,299080395,150364481,0,0,202073639,181909790,20163849,235754607,-6258752,249659704,34244037,0,276576,853327,68670,784657,9608486,,0,,5341203,50323629,0,32992924,102601880,14446146,0,0,0,1709060,0,151750010,202073639,0,0,0,0,0,202073639,79349214,41528299,0,0,1459689,713934,27514833,13071735,18763458,9861100,34237693,17751116,7605606,12948845,4068851,,,,,30452,181909790,86995036,37011811,13404129,9252429,3389601,31856784,136837,1349639,129503,533422,11769137,377731,0,0,0,0,12146868,4541262,0,4541262,7605606,22433650,23593704
155292,30695612,52811092,4635881,57446973,88142585,0,2530000,10738162,13268162,23550000,1496886,25046886,38315048,0,27545034,5320208,0,16962295,49827537,1105094,29089359,58009001,22919901,413848,111537203,57207169,0,0,76281483,73582479,2699004,47128533,0,49827537,11738997,1148788,418391,177737,0,177737,2341958,,0,,1480897,17306768,0,12066485,37917566,9804237,0,0,0,-973682,0,58814606,76121374,0,0,0,160109,160109,76281483,33886735,22061793,177153,133778,0,0,1476881,962482,6866363,4856241,8576228,3553731,1072532,3474486,360113,,,,,18052101,73582479,32337738,7389838,6140337,3983435,1187330,22543801,,,,,8159290,285303,1146871,0,98526,1655098,11345088,7766071,2506485,10272556,1072532,878022,1134679
155317,440072875,1669745260,370749611,2040494871,2480567746,19424525,38888970,181491833,220380803,749843765,163710076,913553841,1133934644,13262489,937265888,146950019,66971232,201607999,1352795138,34175543,178952527,2281814977,379994160,33478197,2908415404,1147317314,5163758,0,1386246150,1310908924,75337226,1283413007,-5955095,1352795138,325001520,147181907,43438829,81200706,0,81200706,202948425,0,126670852,0,9548602,935990841,0,238164714,11020800,19123509,0,0,62293228,15012827,6512182,352127260,1288118101,13483042,84645007,0,0,98128049,1386246150,490993134,305476174,313210686,131742770,53768044,19202926,77150970,38191977,45050244,23161263,80851179,44832929,18935345,204927423,59482373,0,0,0,0,26021899,1310908924,622310807,147515633,90770584,104229330,20104785,325977785,5040191,78007342,13096212,14343595,19123509,5334922,7179054,0,0,21816510,53453995,34518650,0,34518650,18935345,1634789388,1765780475
155399,304702031,1143886994,53862406,1197749400,1502451431,18561875,21959993,108267751,130227744,484791219,96661450,581452669,711680413,7350209,646743831,32118656,19392577,103727620,801982684,55141245,89175600,1292827989,274232110,99337118,1810714062,676250686,9423619,0,864201336,842830004,21371332,750229777,30381575,801982684,239635607,108393661,16894208,42829309,0,42829309,153558783,0,44246199,0,20644865,626202632,0,157667739,6010400,26614678,0,0,0,4393639,18861821,213548277,839750909,13312420,11109054,28953,0,24450427,864201336,239940896,141764547,211293890,99189808,91321900,44894484,54758203,26762638,41135735,16457740,46052842,20836194,30804714,113917421,50489712,0,0,0,0,13604403,842830004,400395123,98094713,42297565,54087251,21784009,226171343,7524640,77169285,7248986,14044431,18396986,4436917,3385012,0,1192253,53971949,81383117,50578403,0,50578403,30804714,506436050,539082114
155423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159152,2025,59826,0,0,0,,,259659,,40917,3521579,0,7139375,0,2910702,99674,0,175555,34232,67129,10426667,13948246,,,,199454,199454,14147700,9237268,4112655,0,0,0,0,1489859,430783,1379402,687635,459397,200318,426526,,,,,,,395803,13388255,5765221,1951050,1227502,1404191,0,3040291,,,,,1476618,15394,0,0,126679,0,1618691,1192165,0,1192165,426526,,
155450,3555920,11292630,1788274,13080904,16636824,186688,0,1391488,1391488,449298,0,449298,1840786,186688,10843332,0,0,3952706,14796038,14260641,629003,6310381,2033444,20672,23254141,11292630,0,0,13978559,13871805,106754,14689285,-1,14796038,1405972,691858,775542,0,0,0,429994,,0,,169792,3473158,0,2923089,5211079,2315692,0,0,44750,10790,0,10505400,13978558,0,0,0,1,1,13978559,4570400,3225375,0,0,0,0,656529,525762,1536355,938272,3004457,1003726,1405799,636828,28760,,,,,2061437,13871805,6006470,1656385,1408837,789951,5816,4004346,,,,,2315692,46262,0,0,0,0,2361954,956155,0,956155,1405799,601757,604054
155487,611951,3740848,0,3740848,4352799,0,152445,455599,608044,258702,0,258702,866746,0,3329701,0,0,156352,3486053,80934,0,3816660,2417430,606586,6921610,3212544,0,0,6911170,6830423,80747,3405306,0,3486053,2157830,753453,636268,0,0,0,0,,29785,,215325,3792661,0,2244129,0,851279,0,0,0,18904,4197,3118509,6911170,0,0,0,0,0,6911170,3232821,2142341,0,0,0,0,545662,345506,592921,369734,1584593,906001,14344,0,0,,,,,860082,6830423,3763582,687170,449564,296104,6104,1627899,,,,,819435,14344,209215,0,17500,0,1060494,1046150,0,1046150,14344,,
155566,11101383,17084619,98360,17182979,28284362,3043,0,2417163,2417163,13116218,0,13116218,15533381,153379,4894928,0,0,7705717,12600645,13047748,0,12590021,4804173,283665,30725607,13640988,0,0,20543153,19489593,1053560,11837802,-290717,12600645,4821018,1465663,1319022,0,0,0,2416080,,0,,524937,10546720,0,2746987,4892140,2345076,0,0,0,10026,2204,9996433,20543153,0,0,0,0,0,20543153,5323642,4099019,0,0,8184,0,915297,769415,3334105,1887822,3552745,875306,1427043,1592254,208314,,,,,3336323,19489593,8354974,1931579,1629833,1068935,283043,6221229,,,,,2345076,0,0,0,357407,0,2702483,1275440,0,1275440,1427043,3150248,3286893
155593,3533923,3457884,228206,3686090,7220013,0,60026,665244,725270,196150,0,196150,921420,0,3429914,0,0,2868679,6298593,28206,0,7365991,6834169,0,14228366,10742276,0,0,10792381,10795758,-3377,6301970,0,6298593,2580473,0,0,0,0,0,1219444,,496077,,49027,4345021,352801,3657654,0,1443974,43512,5647,0,24763,655053,6183404,10528425,150817,0,0,113139,263956,10792381,5624486,2944411,0,0,0,0,130162,55629,982394,475931,2144936,692412,588865,1324915,125242,,,,,0,10795758,4293625,858922,1827621,598398,13603,3203589,620273,0,0,0,1443974,53703,299098,0,0,0,1796775,602711,605199,1207910,588865,180000,180000
155618,9088917,7888752,0,7888752,16977669,0,0,2024098,2024098,1965530,0,1965530,3989628,0,7888752,0,0,5099289,12988041,311747,0,12124633,3189025,0,15625405,7736654,0,0,8422954,8251866,171088,12816952,1,12988041,901804,0,0,0,0,0,1406038,,863860,,8665,3180367,0,3283004,0,1071401,244794,0,0,48508,1718,4649425,7829792,0,0,0,593162,593162,8422954,3876294,2148799,0,0,0,0,342,0,2095391,838715,1158903,454656,0,1120936,0,,,,,0,8251866,3442170,700498,896390,452694,59763,2700351,,,,,899172,23334,6900,0,0,578474,1507880,1507880,0,1507880,0,1037322,954015
155681,39340531,191205018,3410231,194615249,233955780,1962467,3710835,11456646,15167481,50099072,21550934,71650006,86817487,1278419,136824135,5047897,0,5950309,147822341,14465198,0,256784801,28913389,1528631,301692019,110487001,0,0,108457149,110872195,-2415046,151018776,-781389,147822341,34138231,1702982,363609,893175,893175,0,14616049,0,2565127,0,484434,54763607,0,34699809,0,9106073,670614,0,3567728,244534,2613401,50902159,105665766,854597,1936786,0,0,2791383,108457149,42207775,26673118,2355056,1297272,2150067,840793,9629732,4863476,10928178,5726575,9823384,4881586,6892982,11740388,3154888,0,0,0,0,15144633,110872195,52235952,15115284,10125012,8358008,2386749,22651190,1736031,16731761,1260508,1867494,8916318,679155,965188,0,0,3611367,14172028,7279046,0,7279046,6892982,79503560,83211480
155715,22721100,9230121,192640,9422761,32143861,35311,420166,473479,893645,3026167,387771,3413938,4307583,54245,5812457,5678659,0,16326228,27817344,458000,0,17843743,7815377,103195,26220315,16990194,0,0,17346294,14936810,2409484,25277133,130727,27817344,1009928,0,0,0,0,0,2196677,,64844,,138377,3409826,0,2650526,6554527,1502023,203551,0,208200,2396,2815245,13936468,17346294,0,0,0,0,0,17346294,4049053,2189772,0,0,0,0,662024,246921,2274558,1272199,2390027,1024628,1672972,2437757,131554,,,,,1450419,14936810,5368160,1314566,430778,841616,115073,6866617,26714,333526,54245,35311,1456478,11288,16650,0,0,391777,1876193,203221,0,203221,1672972,3821555,4078021
155830,1988285,2444601,0,2444601,4432886,0,0,174893,174893,0,0,0,174893,0,2444601,0,0,1813392,4257993,0,0,3158023,2678709,0,5836732,3392131,0,0,4836633,4538777,297856,3960137,0,4257993,1069842,0,0,0,0,0,92419,,0,,0,1162261,0,2592210,0,410900,108270,0,334036,19647,209309,3674372,4836633,123716,0,0,-123716,0,4836633,2472020,1428607,0,0,0,0,199007,116465,417757,252745,681350,453256,52311,143873,0,,,,,572459,4538777,2251073,344872,297856,473608,0,1171368,,,,,410900,0,0,0,0,0,410900,358589,0,358589,52311,459738,348202
155858,16922585,17305903,4096654,21402557,38325142,531926,445000,934874,1379874,5660000,1392583,7052583,8432457,3236331,11323912,6466701,0,9397667,27188280,1311712,0,44481690,11431071,0,57224473,39918570,0,0,21926565,22211106,-284541,27464113,8708,27188280,2303718,925914,329910,0,0,0,1403790,,0,,223115,5186447,0,4656088,10224460,1602554,0,0,101200,131981,23835,16740118,21926565,0,0,0,0,0,21926565,8252674,4430904,0,0,0,0,247156,112987,3300288,1741993,4084579,1386366,629618,1876238,219130,,,,,3820553,22211106,8774829,2771817,3820553,2907351,246946,3689610,974615,105353,81710,97905,1602554,45500,7250,0,0,629618,2284922,1100587,554717,1655304,629618,5216117,5387534
156082,43619298,120756544,72586741,193343285,236962583,372273,2775635,11325869,14101504,41912265,2550949,44463214,58564718,0,75431826,29700591,42827441,30810280,178770138,1444104,7268834,188321378,78255828,1780227,277070371,156313827,0,0,112501194,102399756,10101438,168668700,0,178770138,33999851,0,0,0,0,0,8028542,0,1307386,0,504676,43840455,0,11465971,26192731,12019501,808472,0,4905979,5843381,0,61236035,105076490,0,7088503,336201,0,7424704,112501194,45488848,28507443,105507,9665,4083264,1492418,16284937,5315834,15248511,6600221,8458685,3851428,1787023,7643818,1082509,0,0,0,0,3299163,102399756,49884801,14739800,7339471,10006491,1586936,18842257,,,,,7988105,542635,20177,0,5743778,9004417,23299112,21309701,202388,21512089,1787023,170670798,181812960
156107,18573721,3384853,0,3384853,21958574,0,0,3563321,3563321,0,278777,278777,3842098,0,3384853,857362,900000,12974261,18116476,0,0,2008714,9401907,217500,11628121,8243268,0,0,31663566,27623498,4040068,14076408,0,18116476,10712630,1670911,3433385,203645,0,203645,0,,0,,246486,16267057,0,6250173,0,6042378,1525509,400000,788289,188988,0,15195337,31462394,201172,0,0,0,201172,31663566,13654173,6678396,0,0,0,0,4458554,2422479,5086429,2613369,3921017,2460486,177155,326170,142400,,,,,0,27623498,14317130,3868616,2418346,788303,75,6231028,,,,,5926076,68736,9869,0,167286,628380,6800347,6623192,0,6623192,177155,1170084,1182351
156125,97129249,280393820,4978521,285372341,382501590,5502128,5266105,26923180,32189285,85054535,37549677,122604212,154793497,6137153,190073180,11032799,0,25967089,227073068,18448420,24697502,333050843,103022460,7285530,486504755,216666455,0,10555520,318072731,312626421,5446310,223322001,-1695243,227073068,101225002,30374068,6006223,1043119,1043119,0,13675422,0,36897330,0,8272118,197493282,0,71060543,0,17427834,0,0,18850774,546318,3956,107889425,305382707,3843000,6289024,0,2558000,12690024,318072731,89220041,54536044,68315341,27052804,23642243,9639021,34567460,16488319,36258764,13338413,25704635,11518996,14843757,12438245,1431603,0,0,0,0,7635935,312626421,134005200,33250900,22421404,17287902,3822112,101838903,1917723,27387053,6084998,5227470,17370586,345633,1525974,0,39891,19747340,39029424,24185667,0,24185667,14843757,247725000,264339000
156231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3791193,2242411,283021,0,0,0,0,,154667,,336051,6807343,0,9714000,0,6504626,1806684,0,32210,44757,430948,18533225,25340568,0,0,0,11873,11873,25352441,9225671,5193346,0,0,5142,1037,2360632,868546,3442709,2096817,2842879,1450834,2942715,0,0,,,,,2110899,22930647,9610580,2884243,2905402,2374812,166925,4988685,-750878,10650909,4979557,1808886,1328711,119959,1383720,0,110325,6016464,8959179,6016464,0,6016464,2942715,,
156338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6075189,1289860,694214,0,0,0,0,,70696,,27668,8157627,0,8572196,0,7156186,2679016,0,247834,14801,340075,19010108,27167735,0,0,0,0,0,27167735,9970171,6289634,0,0,1559,0,809637,403464,2101536,1293680,4244274,2418224,3750261,0,0,,,,,1506320,22383758,10405002,2097173,2838476,1727036,113390,5202681,-2305640,24119847,13364034,4141437,1664135,138036,1758538,0,189553,7533628,11283890,7533629,0,7533629,3750261,,
156392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18678497,4749652,1218920,0,0,0,0,,373463,,213845,25234377,0,17968220,0,16043261,5702528,0,908327,39912,471037,41133285,66367662,2550806,0,0,13295,2564101,68931763,25926597,17246098,0,0,3608,0,2153779,1060278,8859206,4900595,8656052,4052811,8535667,0,0,,,,,3411257,57546166,27259782,8255426,4754932,3498654,324086,13453286,-2019186,23509516,12225346,4512926,3803483,407872,4073485,0,250827,15428710,23964377,15428710,0,15428710,8535667,,
156620,67407759,384186774,202294354,586481128,653888887,101739574,9011987,33064064,42076051,141885059,532816562,674701621,716777672,191458502,235409533,72989984,12332772,-473340002,-152607713,69336414,0,511990282,76373258,105012530,762712484,265575347,0,948014,311611098,338643444,-27032346,-64216705,-61358662,-152607713,92504337,23855127,21019232,4174124,0,4174124,12804190,0,6204504,0,19737435,180298949,0,64394700,0,25414455,19023569,0,0,1965829,9880219,120678772,300977721,10633377,0,0,0,10633377,311611098,110790311,62340519,1123453,450670,51402464,18368927,29876085,15305559,24103095,10131926,33368151,14125772,14443094,27933515,5063503,0,0,0,0,45603276,338643444,125786880,50211481,26619872,19991243,4266304,111767664,14309006,503861724,115071412,101344400,25414455,1478632,19023569,0,1345200,44712800,91974656,64921855,12609707,77531562,14443094,64772881,68771860
156648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7878459,2562375,261705,0,0,0,0,,137461,,187242,11027242,0,11102500,0,9088992,3415856,0,107759,36857,346939,24098903,35126145,0,0,0,118,118,35126263,14802589,9117318,0,0,57451,22782,2165162,1195296,3712709,2182825,3225453,1383179,4678156,0,0,,,,,1753769,30395289,13901400,4100863,3000002,2357569,20184,7015271,-1562267,11256401,8007618,2410456,1844591,260356,2208239,0,364970,10302448,14980604,10302448,0,10302448,4678156,,
156790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976124,3854086,400703,0,0,0,0,,129291,,488303,8848507,0,12791803,0,5830436,1603890,0,208265,285013,182907,20902314,29750821,0,0,0,67203,67203,29818024,12667969,5934837,0,0,798877,446264,1966346,986400,4174663,2361483,3703491,1798573,2592436,0,0,,,,,950190,26853972,11527557,4371719,3770145,1788823,57765,5337963,-265596,13287047,4141103,2503485,839142,108456,1147690,0,497148,6120204,8712640,6120204,0,6120204,2592436,,
156851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533927,499428,189457,0,0,0,0,,130657,,92657,2446126,0,4967900,0,2629238,629510,0,548207,149929,127680,9052464,11498590,0,0,0,19954,19954,11518544,5121564,3072565,0,0,398530,232173,976693,552087,1025298,594424,1615533,767385,1188203,0,0,,,,,848140,11173961,5218634,1928902,1127082,1141911,74239,1683193,-224882,3596487,1698707,728659,374566,69373,372683,0,371581,2966584,4154787,2966584,0,2966584,1188203,,
156860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499116,1810754,350505,0,0,0,0,,132250,,84562,6877187,0,6349700,0,5361988,840197,0,620560,68929,163863,13405237,20282424,0,0,0,55,55,20282479,8109847,4905008,0,0,10758,0,1207126,520184,2535057,1424300,2445319,1259496,3236733,0,0,,,,,260039,17804879,8108988,3023531,1465822,732237,18093,4456208,-169352,3112435,1510731,903917,2238603,188926,517506,0,291698,3950198,7186931,3950198,0,3950198,3236733,,
156921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14977813,3835490,921540,0,0,0,0,,859048,,410821,21004712,0,21298500,0,19130047,6105466,0,237786,138089,547462,47457350,68462062,600000,0,0,32767,632767,69094829,24101295,14398038,0,0,52300,35675,5557059,2547195,7729563,4002515,7522499,3688441,9721694,0,0,,,,,2524924,57209334,24671864,8626849,5226182,2935640,498442,15250357,-1059660,31175668,9394995,4892096,4485305,398174,4613593,0,224622,19296138,29017832,19296138,0,19296138,9721694,,
157058,19076951,76917768,17969784,94887552,113964503,14488964,834386,6272921,7107307,3423306,86051777,89475083,96582390,30793555,72660076,5388621,3562238,-80533413,1077522,6275031,0,155188061,41973354,9602114,213038560,136120792,0,0,70749496,67995999,2753497,8701364,-10377339,1077522,11525935,15982090,2391129,298802,0,298802,4239569,0,0,0,0,34437525,0,26462300,0,4391839,0,0,0,1174232,734682,32763053,67200578,3548918,0,0,0,3548918,70749496,11397373,7732890,10037938,4647666,10752737,4641633,1759075,1015820,8381813,3977848,13905998,6927169,5539064,6205215,601192,0,0,0,0,16786,67995999,29544218,3906210,5593070,5444547,236690,23271264,862045,85454879,30793555,14488964,4391839,324829,822396,0,190987,4878431,10608482,5069418,0,5069418,5539064,16560312,17734544
157085,1100971558,3382542213,2224175780,5606717993,6707689551,42293342,49468138,505318021,554786159,1147706163,541062069,1688768232,2243554391,563136637,1835151899,465444140,626716840,1015978986,3943291865,285657911,116829471,3739458238,995507272,231480012,5368932904,1997999795,11609105,0,3445976421,3234042385,211934036,3976693646,-245335817,3943291865,342981074,261375705,86783533,44656020,0,44656020,198921525,1631737064,303260699,0,22830711,2892546331,0,264418300,25388587,27899533,30450288,0,60092191,89893484,8835975,506978358,3399524689,0,28086052,10469638,7896042,46451732,3445976421,337308172,224246923,311306104,155260363,621306624,385011118,118681908,57544637,46945856,21287591,77265863,52653462,37417326,224699658,113596496,1454883455,506021131,0,0,4227419,3234042385,1518500993,397968163,77161032,164361467,34695151,1041355579,,,,,24982882,1848305,29160636,0,11938556,136116375,204046754,165817699,811729,166629428,37417326,1268396082,1334530283
157289,194090000,971395000,129942000,1101337000,1295427000,9680000,22162000,151125000,173287000,249096000,113760000,362856000,536143000,61275000,701024000,79622000,1633000,-74590000,707689000,64528000,53873000,1168723000,431182000,161227000,1879533000,908138000,0,0,1047038000,1043955000,3083000,748214000,-43608000,707689000,217395000,72316000,8191000,16966000,94000,16872000,92118000,262013000,7682000,0,40638000,717319000,0,132959000,0,21629000,20831000,0,30597000,2756000,10777000,219549000,936868000,43975000,393000,0,65802000,110170000,1047038000,294860000,212672000,153953000,79521000,146331000,81604000,152484000,68451000,34761000,15631000,85694000,42811000,32222000,143650000,43372000,0,0,0,0,0,1043955000,544062000,136795000,45089000,48780000,10789000,258440000,,,,,19823000,1806000,20831000,0,0,84719000,127179000,92737000,2220000,94957000,32222000,719001000,712295000
157304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228700,2851128,565255,0,0,0,0,,630518,,148818,7424419,0,9520571,0,4619190,1430419,0,513965,438011,314454,16836610,24261029,0,0,0,10225,10225,24271254,10531080,5862888,0,0,670420,213467,1327437,571548,3174710,1606257,2949449,1572662,2033165,0,0,,,,,1592714,22278975,9826822,3039625,2772852,2092855,208990,4337831,-1257465,18128835,9009901,3401875,716947,141554,756058,0,418606,5335779,7368944,5335779,0,5335779,2033165,,
157331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668749,3278911,328488,0,0,0,0,,77290,,114071,7467509,0,8251838,0,7564020,1929032,0,148500,47669,220688,18161747,25629256,0,0,0,9443,9443,25638699,11544509,6548210,0,0,62250,46051,1784695,864567,2775312,1749229,3339131,1675586,3155644,0,0,,,,,1744073,24405614,10883643,4428849,3273152,2060693,206985,3552292,-1273342,20444289,8881407,3534624,1417210,104524,1357740,0,276170,7823267,10978911,7823267,0,7823267,3155644,,
157386,36467122,268126255,19347690,287473945,323941067,42004004,6193331,13929382,20122713,88585769,220413793,308999562,329122275,69117351,171463177,5272577,11507295,-220537604,-32294555,23668388,0,327929312,67909355,42408659,461915714,193789459,0,0,164687823,142517056,22170767,-27126270,-27339052,-32294555,36716745,11300391,856922,863672,0,863672,19322471,0,2525299,0,5589466,77174966,0,41226200,0,14625329,10406084,0,0,188308,550000,66995921,144170887,20516936,0,0,0,20516936,164687823,53135519,28267674,2185012,555539,7293600,2985837,14176010,5055970,21026209,8207623,17335304,8380812,12652181,19161485,1269074,0,0,0,0,-4448264,142517056,54722529,15412443,17706460,11699550,3296201,39679873,-5973899,183736890,66508954,38283821,14625329,346063,10429398,0,707158,22674436,48782384,34848357,1281846,36130203,12652181,35588649,41885094
