UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1M01,F1M02,F1M03,F1M04,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1H01,F1H02   
229504,11112906,21131395,1408641,22540036,33652942,1906952,739734,6606817,7346551,8081183,15413064,23494247,30840798,4001173,12788064,1381586,616538,-14068265,717923,2812791,2139805,22327815,6864161,687567,34832139,13700744,0,0,25351209,24388172,963037,13747043,-13992157,717923,5183006,943769,874916,1154111,1154111,0,1030784,,113201,,227805,9527592,0,7344694,2736686,5448482,0,0,230327,63018,0,15823207,25350799,0,0,410,0,410,25351209,10196581,5761738,0,0,765390,305320,2962203,1399000,2352754,1407242,4211668,1583273,743016,1945823,678097,,,,,1210737,24388172,11134670,4290209,2220122,879969,232494,5630708,235142,3375366,1350825,1100817,5290161,421914,874916,1154111,26708,348316,8116126,6526917,846193,7373110,743016,6639368,6763090
229540,18010535,57727709,1334631,59062340,77072875,1623772,1400000,6688635,8088635,23585000,27546013,51131013,59219648,7813993,32573918,1916201,0,-22827113,11663006,6776570,0,71643216,10673570,1070839,90164195,31101855,0,0,45549325,44755222,794103,37234670,-26365767,11663006,9661710,1638924,403594,1338942,7585,1331357,3053348,,470887,,513616,17081021,0,7704008,14280266,5231745,0,0,984152,242133,0,28442304,45523325,0,0,0,26000,26000,45549325,17205616,9444451,0,0,230517,41265,4090339,2084308,3305469,1714883,8271851,3390747,88725,4478909,709236,,,,,7083796,44755222,17586326,6970630,4321395,2804101,737612,12335158,334598,5073513,1316454,989774,5024123,123549,390761,1293857,0,117363,6949653,6176119,684809,6860928,88725,11660633,14611997
229799,37585894,40261958,21039551,61301509,98887403,3706780,1653644,11448518,13102162,13269411,19420569,32689980,45792142,5448410,26143535,4953091,0,20257005,51353631,1214301,8773108,45704237,8520287,0,64211933,24511684,0,561709,55901705,43908656,11993049,56484057,-17123475,51353631,9009931,992885,34810,2995876,2995876,0,8770752,,70259,,2032371,23906884,0,11370716,13939517,6511577,0,0,52019,114612,6380,31994821,55901705,0,0,0,0,0,55901705,23102359,13078386,0,0,50936,7890,2005229,1056518,3083608,1781905,8772307,4061535,3865161,3029056,918250,,,,,0,43908656,20904484,4349003,6745925,2006038,410783,9492423,354498,4825611,2204937,1546387,6334514,187475,6638,0,720572,975317,8224516,3666106,693249,4359355,3865161,6487067,8562220
229814,59653102,160788994,211580070,372369064,432022166,0,0,51703189,51703189,0,72548341,72548341,124251530,0,167436723,14876751,13816571,111640591,307770636,3441310,30635947,250458517,33701914,2997276,321234964,184649235,0,9861536,188427977,180194227,8233750,303536887,-4000001,307770636,56227329,4500007,5519153,888630,888630,0,15283204,0,0,0,9577521,91995844,0,41448927,0,12375269,0,0,12157235,7720432,8377676,82079539,174075383,7164408,73136,10308,7104742,14352594,188427977,41463101,28743853,4132786,2042082,4645303,2107902,17621177,6555908,12361738,5435592,11461894,6410449,11693131,18439196,4711644,0,0,0,0,58375901,180194227,56007430,15425158,24488665,13519307,0,70753667,,,,,12359819,224242,6673287,0,5098342,9931194,34286884,18976775,3616978,22593753,11693131,80419798,88712511
229832,15671778,32061508,12784559,44846067,60517845,1535012,1252629,4595159,5847788,31415514,203830,31619344,37467132,3133429,11662251,7970852,4811126,-2991933,21452296,813261,0,41440246,6426243,6320,48686070,16624562,0,0,23618967,20463909,3155058,30233737,-11936499,21452296,4192686,1141431,69754,0,0,0,1997663,,30989,,158206,7590729,0,5375699,7884219,1282587,0,0,94506,437832,307181,15382024,22972753,0,0,0,646214,646214,23618967,3950535,2774569,0,0,1474394,551087,788549,461471,1070408,704180,3859350,1344956,1230922,3485859,1149428,,,,,4603892,20463909,7124362,1975232,2834874,1264744,960848,6303849,1134406,12083895,3133429,1535012,1243631,17522,186516,0,350118,1344374,3142161,1911239,0,1911239,1230922,,
229841,27555914,33444212,25131059,58575271,86131185,2326327,315584,14630972,14946556,1377335,28467401,29844736,44791292,7401082,31751293,1379688,11000424,-7866267,36265138,2501709,361136,38466598,16323649,236000,57889092,24444880,0,0,50229037,49982371,246666,63552259,-27533787,36265138,19137107,1340053,197548,389205,389205,0,756677,,24174,,199334,22044098,0,12934071,6420784,6890185,0,625907,0,1263259,50733,28184939,50229037,0,0,0,0,0,50229037,19647452,12958308,0,0,1900032,1100531,3528072,1972136,3486758,2054501,8015816,3481763,4297969,953360,290167,,,,,8152912,49982371,22997362,8786159,5812330,1413883,54708,10917929,1407304,4999357,2185721,1630072,6576448,201103,197548,0,0,0,6975099,2543734,133396,2677130,4297969,10046797,11035148
230010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849918,135900,35723,267733,267733,0,,,466519,,314512,3070305,0,6812669,0,930389,294146,0,186565,52283,9189,8285241,11355546,,,,57129,57129,11412675,6896189,3399886,0,0,0,0,302942,195573,698471,288540,1712662,636551,935154,,,,,,,1059507,11604925,4838595,1853421,1190660,794712,0,2927537,666376,2548402,1322226,1492147,930389,0,88113,0,103772,0,1122274,187120,0,187120,935154,,
230162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229088,343463,1602973,0,0,0,,,1967093,,1711064,7853681,0,15405100,0,1181163,0,0,819276,161738,134114,17701391,25555072,,,,1418971,1418971,26974043,9625903,5437976,0,0,0,0,2081348,1335384,2619788,1525964,3544327,1889337,589718,,,,,,,7799852,26260936,11735925,4982166,419327,2766424,0,6357094,880599,3056961,1479096,1900219,1181163,41987,25001,0,146653,0,1394804,577578,227508,805086,589718,,
230171,27632711,164259623,37803808,202063431,229696142,2409925,1273920,10210137,11484057,47538945,5271571,52810516,64294573,2499272,130207394,11728269,12770627,10605932,165312222,31711350,4343451,181346517,17388950,6679988,241470256,77210632,0,0,119387357,112270392,7116965,158195257,0,165312222,43424564,85185,0,0,0,0,8216124,0,243539,2067260,913839,54950511,0,37131561,0,17538644,1046633,50000,1387196,1337373,0,58491407,113441918,2144652,3669281,131506,0,5945439,119387357,27645527,18609558,75145,43303,7060751,1915356,9721303,5209439,14933865,7000724,12984172,7055775,17753642,6810937,1794081,0,0,0,0,15285050,112270392,44293473,16741097,42848095,6684305,1427123,276299,951778,4226666,2499272,2409925,16081929,140426,86049,6180,1274693,13451534,31040811,13144908,142261,13287169,17753642,15265632,15808905
230490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763969,877210,706633,0,0,0,,,0,,1703367,5051179,0,15756300,0,1373561,28749,0,395456,127698,0,17681764,22732943,,,,0,0,22732943,9801680,4786766,0,0,0,0,1225210,670147,2205378,1148824,3430588,1244559,756875,,,,,,,7084468,24504199,9573532,3605938,100000,2013911,0,9210818,433459,2684403,1827968,1549163,1249775,1000996,735382,0,0,0,2986153,19525,2209753,2229278,756875,,
230597,11855651,107166659,19200728,126367387,138223038,2031946,681226,3129890,3811116,14205818,3749923,17955741,21766857,1841282,96287566,5266322,5839027,9253930,116646845,12303456,1413951,164525424,9874762,0,188117593,76942982,0,0,77567009,55377682,22189327,94563924,-106406,116646845,9676091,0,238210,0,0,0,3029513,0,96821,0,1739140,14779775,0,26505328,0,8073631,968099,0,330673,741482,0,36619213,51398988,25677424,303829,186768,0,26168021,77567009,24624201,10314997,82640,11222,969378,197661,4727875,2136995,4327711,3192723,8867110,3787836,4535668,7243099,1091140,0,0,0,0,0,55377682,20732574,7909137,7324399,5052408,589347,13769817,900356,3404951,1841282,2031946,7183815,151140,160147,0,293551,3536353,11325006,6789338,0,6789338,4535668,8851032,10141955
230603,52209858,150595862,71785496,222381358,274591216,5972399,5653377,15528314,21181691,22842332,10244731,33087063,54268754,5232395,124886343,40296434,22698727,33180962,221062466,9823787,10959483,199027631,34422327,8407540,262640768,112049373,4467,0,150202911,148423128,1779783,219759499,-476816,221062466,53863985,1732682,245199,0,0,0,4506489,0,15379595,0,34725,75762675,0,40688688,0,21642242,1623948,0,3972738,2525202,0,70452818,146215493,2653928,816840,516650,0,3987418,150202911,53690528,26239533,75598,49365,21472344,9055633,15240443,7091216,21663559,8544058,17549010,7748507,12353433,6378213,666527,0,0,0,0,0,148423128,59394839,25253210,5074154,7829823,503942,50367160,2802544,9709304,4755579,5972399,13526292,156872,18925339,0,2728143,7190882,42527528,28996400,1177695,30174095,12353433,27323868,28932301
230676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537775,0,96122,371804,371804,0,,,28394,,441190,1475285,0,8375128,0,193468,0,0,0,109210,694009,9371815,10847100,,,,0,0,10847100,5483425,2695659,0,0,0,0,0,0,1214618,692359,1366211,478226,231175,,,,,,,2553135,10848564,4327335,1395233,689372,998036,0,3438588,569020,2216039,1236738,1308355,123015,0,0,679090,0,0,802105,570930,0,570930,231175,,
230728,169569093,785459073,726897426,1512356499,1681925592,28158909,9129281,113007689,122136970,242805264,53286882,296092146,418229116,22474341,707397179,225915233,141644718,194423914,1269381044,42270976,76706455,1081693958,308111620,46510610,1555293619,643834174,0,0,791409975,751468615,39941360,1229439684,0,1269381044,145663113,197981631,9616088,14204189,1162836,13041353,53289751,0,16564204,0,23719522,461038498,0,203257655,0,43427429,10555180,0,19165660,21129366,197378,297732668,758771166,21028230,7168369,4442210,0,32638809,791409975,238461205,118483625,179473736,67478787,71269381,30774322,47177928,21723902,29628009,14086154,58198902,32597259,33417025,82633357,28421434,0,0,0,0,11209072,751468615,313565483,133671073,52064807,48888124,6539164,196739964,-1166662,35354063,19539272,20677761,41721506,3274037,1672240,4042,18930492,54296846,119899163,85743959,738179,86482138,33417025,360157494,377024190
230737,143113874,404841717,128838409,533680126,676794000,11563644,3655486,32816690,36472176,45695427,22891121,68586548,105058724,10989462,351471669,83962083,34757550,102118156,572309458,68131864,23628735,405857645,68089048,20492563,586199855,181358138,0,0,384862748,341356654,43506094,423139041,105664323,572309458,140772754,165921,0,13950,0,13950,13350810,0,3986126,0,5392952,163682513,0,112354498,0,64024130,7487991,0,14722992,5991510,341460,204922581,368605094,322533,11898262,4036859,0,16257654,384862748,146226845,81826422,516967,215200,948336,428097,39518037,18725978,35782660,16496732,56886862,23763581,33854932,27622015,6845538,0,0,0,0,0,341356654,148301548,55637700,23565390,17052818,1869760,94929438,4747902,18551188,10989462,11405997,54350157,1644790,2195228,0,2328020,27173340,87691535,51392421,2444182,53836603,33854932,30277353,34757550
230746,65782748,256769402,104222672,360992074,426774822,8916530,1446772,25995974,27442746,12177861,18325920,30503781,57946527,8414638,256769402,7066298,842330,104652157,369330187,70128967,0,309483099,37414938,954590,417981594,161234692,22500,0,253879585,205228157,48651428,320678759,0,369330187,60145717,4356509,290554,1660099,0,1660099,7625328,,372273,,4236742,78687222,0,101516463,0,30241607,583118,0,1900344,1638572,3341,135883445,214570667,39008930,299988,0,0,39308918,253879585,96340518,52538980,0,0,1236696,497795,14171006,6287403,28867201,12990360,39300116,23422612,16096462,9216158,1953386,,,,,0,205228157,97690536,34945139,20147409,11090100,9584,41345389,3697215,13786830,8414638,8916530,29782120,623388,654325,0,1013978,3929441,36003252,19906790,0,19906790,16096462,6783408,7365144
230764,2057009000,3323706000,2108022000,5431728000,7488737000,83134000,74285000,630607000,704892000,1066917000,156678000,1223595000,1928487000,75898000,2320870000,757165000,604497000,1884954000,5567486000,56280000,442587000,3590483000,1404201000,423129000,5916680000,2592974000,0,0,5215658000,4627080000,588578000,4940554000,38354000,5567486000,347902000,304456000,17072000,134422000,659000,133763000,173261000,2209201000,490501000,713790000,0,4390605000,0,335828000,0,31432000,3183000,0,158773000,90595000,0,619811000,5010416000,118749000,56754000,29739000,0,205242000,5215658000,447693000,287445000,358807000,197919000,723752000,480075000,149426000,78397000,38884000,18488000,185361000,109677000,25000,164584000,53745000,1854622000,642213000,596385000,4111000,107541000,4627080000,1901267000,608519000,103051000,222591000,37450000,1754202000,25676000,112949000,74367000,67378000,31432000,9091000,969000,845000,20222000,26540000,89099000,86024000,3050000,89074000,25000,1006446000,1051841000
230782,76101607,359996127,238839376,598835503,674937110,8572748,2909362,18620288,21529650,47290832,17089322,64380154,85909804,26864154,310380501,67339976,104605640,88409783,570735900,12169182,48099768,463997386,51879394,9730746,585876476,225880349,0,0,268576395,242295290,26281105,544454795,0,570735900,83181628,294777,244875,17051,0,17051,16609191,0,2991428,0,3661701,107000651,0,84970900,0,35017291,3230628,271046,9632798,11291106,0,144413769,251414420,3946364,3438929,9776682,0,17161975,268576395,106192482,61220855,1112651,456493,3062450,1184901,28116048,12920166,25274081,12678203,34300789,15411927,15140433,29096356,6456699,0,0,0,0,0,242295290,110329244,43852595,21051894,17299707,1840955,47920895,-394533,13279806,7802540,7988180,29416044,614496,324388,8700,3656197,19313205,53333030,37497242,695355,38192597,15140433,132645309,148951628
230834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24588772,1772968,62445,117069,0,117069,7951845,0,1564256,0,606689,36664044,0,5464514,0,3047705,0,0,1184223,678112,4880,10379434,47043478,0,0,43842,0,43842,47087320,16694731,8674244,22881,2698,2012349,582636,3507653,1579047,9746921,2932035,7779039,3033971,1198773,7646551,540601,0,0,0,0,0,48608898,17345232,11084539,4428941,2923016,2101466,10725704,,,,,3047705,476416,2019852,0,1052766,4378708,10975447,7784838,1991836,9776674,1198773,,
230861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17107106,2328802,1488574,180322,0,180322,0,,19923,,71171,21195898,0,5464514,0,6119369,0,0,137866,225088,0,11946837,33142735,0,0,38765,0,38765,33181500,9878842,8661796,0,0,1329915,847619,11323588,4914475,1813789,807176,5844159,2600351,1922199,0,0,,,,,0,32112492,17831417,6093955,2013983,883329,1094115,4195693,,,,,6119369,293758,145313,0,296922,350348,7205710,5283511,0,5283511,1922199,,
230913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25645929,3206299,98053,327607,0,327607,7632020,0,1421231,0,459318,38790457,0,10929027,0,5035169,0,0,659246,930446,13233,17567121,56357578,0,25,249838,0,249863,56607441,21144309,10968704,0,0,1888033,740813,5127511,2107347,6061041,2111674,8543105,3526304,2222577,8374405,1156145,0,0,0,0,0,53360981,20610987,12338574,5134686,3204630,1537061,10535043,,,,,5035169,1276272,4894561,0,1999387,3485282,16690671,12327820,2140274,14468094,2222577,,
231156,35489659,162946720,51712572,214659292,250148951,27728173,3937732,24338717,28276449,121086246,194782909,315869155,344145604,0,49065357,11517067,18208512,-145059416,-66268480,9004664,39864432,259347174,35411937,908493,344536700,162946720,0,0,183744074,190691872,-6947798,40809683,-100130365,-66268480,1157718,316330,37616,24374,0,24374,0,,0,,2472,1538510,0,1630729,0,0,0,0,108393,-219653,23231,1542700,3081210,2500000,0,3925,0,2503925,5585135,0,0,0,0,275090,7100,99209,48917,542224,0,9104274,2827095,1198958,0,0,,,,,5549578,16769333,2883112,3774381,127322,604159,0,9380359,,,,,,,,,,,,,,,,26548171,26584420
231165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20678482,3326826,1091674,175285,0,175285,3485999,0,2298147,0,345047,31401460,0,6830224,0,2179953,0,0,344463,514615,0,9869255,41270715,0,350,11612,1,11963,41282678,20391311,10143876,29521,17500,3979357,1648841,4091586,1865899,1968746,639897,5815816,1825138,803787,2760044,324918,0,0,0,0,0,39840168,16466069,9000008,2404275,2227586,764442,8977788,,,,,2179953,559471,2275053,0,1184733,262577,6461787,5121660,536340,5658000,803787,,
231174,332061000,672951000,577107000,1250058000,1582119000,17832000,11165000,171860000,183025000,545391000,516237000,1061628000,1244653000,5233000,116345000,342741000,115918000,-224939000,350065000,34101000,0,928933000,177865000,49067000,1189966000,517015000,0,0,742911000,715253000,27658000,552750000,-230343000,350065000,323614000,113413000,4315000,62813000,0,62813000,94060000,0,7706000,0,19620000,625541000,0,43010000,0,7844000,0,0,31519000,33202000,0,115575000,741116000,1400000,304000,91000,0,1795000,742911000,208974000,106406000,106184000,44843000,74287000,37195000,73478000,32972000,54034000,21290000,51453000,28003000,16799000,100440000,22588000,0,0,0,0,29604000,715253000,293297000,138622000,53179000,31356000,17290000,181509000,,,,,7844000,1458000,0,0,8960000,119194000,137456000,104384000,16273000,120657000,16799000,453323000,490792000
231536,7066146,50774710,8196807,58971517,66037663,1615079,595000,5281884,5876884,11187607,16728552,27916159,33793043,2532496,43642337,2391750,0,-14706884,31327203,4267464,3440602,56691265,8009982,3698565,76107878,20682934,0,0,31849357,28394885,3454472,33091176,-5218445,31327203,7985383,517422,16530,1126586,473892,652694,1396197,,0,,239917,11282035,0,11190646,26000,5244851,0,0,290262,215648,375382,17342789,28624824,2790427,434106,0,0,3224533,31849357,12977566,6535657,0,0,335205,111976,2030275,1393847,3089426,1424431,5780026,2422952,2562101,454912,183950,,,,,1165374,28394885,12072813,4343316,2292663,1951155,359540,7375398,696000,11491000,1393000,1315816,5237373,177701,1577677,0,565365,69729,7627845,5049810,15934,5065744,2562101,7527553,8168206
231624,77369417,676918924,296720952,973639876,1051009293,25683691,14552109,68827994,83380103,213683221,181747026,395430247,478810350,19697140,627947121,27173181,57606765,-134541573,578185494,38054334,75535587,865716893,227969731,56501208,1263777753,432144446,2537704,0,476357172,455130243,21226929,629492396,-72533831,578185494,167894714,35692764,2836209,6972366,301390,6670976,89397638,0,0,0,6518251,309311942,0,70039201,0,3586092,0,0,47261224,6464402,5473027,132823946,442135888,27742251,6479033,0,0,34221284,476357172,142291562,90192389,65155884,28260450,356641,8420,45882230,20630055,18648513,5788122,44523277,24532327,15145409,117380772,16141001,0,0,0,0,5745955,455130243,187261258,70986446,27136606,32690589,6209760,130845584,10647000,107375000,8385000,14141842,3586092,112527,44371583,0,6438501,17289127,71797830,38919629,17732792,56652421,15145409,874080692,935543672
231688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140800,0,0,0,0,0,,,0,,0,140800,0,27245,14000,67625,0,0,0,0,0,108870,249670,,,,0,0,249670,102000,102000,0,0,0,0,109000,108803,50000,50000,47987,47987,37625,,,,,,,0,346612,308790,0,0,0,0,37822,,,,,67625,0,0,0,0,0,67625,30000,0,30000,37625,,
231697,6309021,14469835,890291,15360126,21669147,1353994,38883,2519990,2558873,202440,14022989,14225429,16784302,2256993,14784803,864919,0,-11667876,3981846,1920748,1090612,21143286,7136613,5448,31296707,16270580,0,0,25574076,23591130,1982946,6019879,-4020979,3981846,8351283,543764,26247,65655,0,65655,98161,,0,,199062,9284172,0,10089913,3817,4598574,0,67400,344899,4458,122701,15231762,24515934,793086,265056,0,0,1058142,25574076,13259863,7111577,0,0,428070,131904,1630549,1115947,2089820,1155450,3209586,1558785,2150264,78978,0,,,,,744000,23591130,11073663,3035641,2402409,786871,0,6292546,348000,9910000,1420000,1094980,4584618,122394,1045245,0,0,103651,5855908,3694098,11546,3705644,2150264,1303709,1438820
231712,40632024,472276036,64514407,536790443,577422467,11383830,14285191,26214634,40499825,141423397,65724528,207147925,247647750,8652624,380534111,1412000,0,-49440188,332505923,53228184,14829921,554221604,34803819,40611597,697695125,171014526,0,6245261,181921819,157978800,23943019,332874109,-24311205,332505923,40490218,1291020,648061,64982,0,64982,69924533,0,0,0,3595000,116013814,0,33939223,0,3102067,0,0,2132513,393706,506769,40074278,156088092,25563540,270187,0,0,25833727,181921819,46633883,24510745,1974993,531507,0,0,11606311,4265665,9475779,3997428,13124606,5029929,1127265,73412740,15125578,0,0,0,0,623223,157978800,53460852,19779623,9641721,17340420,5182479,52573705,-4219000,41583000,3227000,6002015,3102067,123440,7496082,0,3570840,417571,14710000,5657842,7924893,13582735,1127265,28634830,35434129
231873,1670067,10612500,463237,11075737,12745804,602778,0,912395,912395,0,6694158,6694158,7606553,862339,10921737,98697,0,-6140744,4879690,493510,889245,14554907,4502409,0,20440071,9518335,0,0,10942851,10752027,190824,6612316,-1923450,4879690,2176148,1257390,8750,618078,0,618078,25397,,3106,,29754,4118623,0,4670825,121264,1427357,0,0,131250,6488,73473,6430657,10549280,0,393571,0,0,393571,10942851,4469188,2559790,0,0,47113,47113,617123,300939,2168772,1266809,2034599,961832,934559,15215,4000,,,,,465458,10752027,5140879,1664160,1009780,507936,0,2429272,269000,4741000,500000,478017,1427147,133763,444064,0,280964,14879,2300817,1361982,4276,1366258,934559,5757294,6622206
231882,6649875,33400672,1544795,34945467,41595342,1221811,0,3893769,3893769,0,14172389,14172389,18066158,2252290,34292641,-85210,0,-11708726,22498705,2992233,2074496,40718893,11883599,0,57669221,23399294,22713,0,37032691,30982737,6049954,20454461,-4005710,22498705,4488217,1806558,247526,2718102,228600,2489502,465302,,0,,205470,9931175,0,9545127,27000,4516998,0,0,135716,13198,40854,14278893,24210068,12758288,64335,0,0,12822623,37032691,13078511,5505997,0,0,860624,370433,1451372,666890,1795306,1198298,4000977,1614773,1604017,1090381,119720,,,,,7101549,30982737,9476111,3088491,1816990,1545431,0,15055714,485000,10211000,1420000,992156,4322092,46228,829061,0,615987,243276,6056644,3976373,476254,4452627,1604017,7739345,9143923
232052,2397308,6109429,7376615,13486044,15883352,790714,0,2132482,2132482,0,5495438,5495438,7627920,618157,12799454,37600,0,-4409065,8427989,1887726,879174,7044089,2812947,5870122,18494058,5705448,10843,0,10709466,6715789,3993677,5855398,-1421086,8427989,1050487,698235,43207,21057,21057,0,18206,,0,,25376,1856568,0,3650196,40444,895130,685,0,117146,8208,0,4711809,6568377,3936392,204697,0,0,4141089,10709466,3314498,1937597,0,0,40084,28378,223366,142603,778835,460462,1416171,757976,548378,26127,0,,,,,368330,6715789,3327016,1216157,373535,408870,0,1390211,194000,3968000,354000,663471,895075,124431,271702,0,46950,20142,1358300,807393,2529,809922,548378,863287,969993
232186,495345267,1173484409,57159555,1230643964,1725989231,43411055,39778761,147240216,187018977,540307305,321325441,861632746,1048651723,40966275,644560195,14727341,7165536,13329216,679782288,58439531,69927922,1544694080,236588787,13058173,1922708493,711609480,299851,0,958918541,859444689,99473852,712393735,-132085299,679782288,372756933,90999108,1252636,29603764,1611698,27992066,204414600,0,19974505,0,0,719001546,0,137851617,0,35554211,25840056,0,1762607,3718914,716752,205444157,924445703,23542127,10930216,495,0,34472838,958918541,377076392,209514133,95565130,43652486,24776386,8731373,81116696,39266249,37651308,18350019,60248964,32687728,30114850,152894963,40966263,0,0,0,0,0,859444689,393168251,113225462,51147736,63701629,21360985,216840626,-6578498,188517000,19563000,20057117,35554211,702879,23860477,0,0,71411355,131528922,76007435,25406637,101414072,30114850,77692437,84946434
232195,11163027,43313184,7558139,50871323,62034350,2537770,293331,6003570,6296901,4737651,22303520,27041171,33338072,2499612,41303221,2901464,4006,-15474255,28734436,6322699,5586355,47002935,7215525,10445,66137959,19803755,0,0,40062424,39352668,709756,33980595,-5955915,28734436,14082865,681365,881,856844,53420,803424,854641,,0,,331840,16808436,0,15082871,117891,6265361,0,0,391390,50642,24025,21932180,38740616,1168346,153462,0,0,1321808,40062424,17970719,9796178,0,0,221591,206264,5842215,3138602,5660138,3075147,4922564,2011337,2340523,175412,18635,,,,,2219506,39352668,18262385,6141002,3194937,1811453,170290,9772601,1525000,15936000,1406000,2040950,6255381,299217,1894409,0,608923,263013,9320943,6958631,21789,6980420,2340523,2859541,3119290
232414,13114880,80407263,11062191,91469454,104584334,4219511,461041,9612931,10073972,3023216,45377456,48400672,58474644,6990586,81650437,885895,0,-39197717,43338615,8392731,3274586,104258678,10552209,671213,127149417,42141710,14257,0,67978257,68896371,-918114,57151846,-12895117,43338615,23268018,1795171,0,551619,478997,72622,1143659,,18121,,1165358,27941946,0,25771114,232438,11592800,0,0,636767,24930,427096,38685145,66627091,997781,353385,0,0,1351166,67978257,34800543,18946976,0,0,1424898,624662,6511428,3832185,5465526,3204736,9029063,5011257,7572913,804143,201269,,,,,3287857,68896371,31821085,9418796,7602420,3387861,89103,16577106,2166000,32949000,4149000,3350600,11026416,340122,3472542,0,682984,417078,15939142,8340136,26093,8366229,7572913,7379147,9095114
232423,214196594,992289468,201987664,1194277132,1408473726,40692822,23340975,99943191,123284166,354903739,246458661,601362400,724646566,25218619,812095087,10088985,0,-122882709,699301363,149492569,100689779,1160830550,155640118,51786528,1618439544,497746703,1400568,0,566645703,549027741,17617962,770337506,-88654105,699301363,218804484,11797865,8859162,5206485,0,5206485,193453097,0,2505150,0,2478204,443104447,0,93275156,0,13988221,0,0,5605,1914975,0,109183957,552288404,7334102,7023197,0,0,14357299,566645703,210211955,114613990,2547815,1043489,18909357,8107964,58366299,23339890,23713091,11193885,42884602,15779161,10480413,181914209,32157898,0,0,0,0,0,549027741,206236277,79326844,45213222,43078368,9084431,166088599,16007000,151443000,11148000,24157554,13564072,262369,9164770,0,0,23011360,46002571,20805891,14716267,35522158,10480413,93160366,103924454
232450,9429700,72096923,13694856,85791779,95221479,2599651,255000,5670467,5925467,5525608,28193995,33719603,39645070,3905724,78199720,142462,0,-24071846,54270336,16528379,5703688,85405173,8021996,2026153,117685389,33910277,0,0,45850971,46472861,-621890,62803775,-7911549,54270336,13886967,466750,14518,268291,55119,213172,451952,,0,,562698,15651176,0,18467500,55494,9163894,0,0,379555,11736,524332,28602511,44253687,1462293,134991,0,0,1597284,45850971,21848597,12592890,0,0,0,0,3740747,2098373,5113883,3121040,8957752,3063244,4711597,93683,0,,,,,2006602,46472861,20875547,6374659,6009999,2670031,161210,10381415,1266000,20153000,2350000,2125009,9118873,247185,3701343,0,397590,194829,13659820,8920268,27955,8948223,4711597,6469494,6607913
232566,20065226,199811933,64200790,264012723,284077949,8191781,6285589,14081568,20367157,113620772,1935966,115556738,135923895,6255815,200661931,263078,0,-50834989,150090020,5011819,52143360,256272531,32982535,55496440,401906685,141852774,266281,0,135784469,143114353,-7329884,178508947,-21089043,150090020,31762949,1437837,720551,4406681,94876,4311805,46707028,0,0,0,573814,85608860,0,32868845,0,5113830,0,0,0,282884,573918,38839477,124448337,10704250,0,0,631882,11336132,135784469,41499410,24492426,297606,98249,2197380,850702,9416160,4040835,5348474,2608554,11430074,5652095,2450028,59612733,11992733,0,0,0,0,10862488,143114353,52714617,20422459,8920762,9732276,1386258,49937981,720216,-4726000,6255815,5749053,5113830,1437837,5524821,94876,4311805,2528569,19011738,8486448,8075262,16561710,2450028,75895127,72395802
232575,11392633,41495777,4278939,45774716,57167349,2734471,0,4636852,4636852,0,23033925,23033925,27670777,2508576,44401097,1151744,0,-15830374,29722467,5374723,3330986,48189339,7209081,769207,64873336,20472239,0,0,44382882,42936038,1446844,34573969,-6298346,29722467,17819513,2794404,0,518398,354534,163864,407416,,0,,341474,21881205,0,15035209,332200,5099609,0,77029,817824,35660,540477,21938008,43819213,166839,396830,0,0,563669,44382882,22389335,10600985,0,0,869130,394616,3186625,1786308,2870700,1794834,6366853,2748370,4643035,279062,86723,,,,,2331298,42936038,17411836,5983436,4106084,1635394,0,13799288,1631000,16470000,1358000,2296507,5099609,259957,1591211,0,411217,275171,7637165,2984701,9429,2994130,4643035,9654260,10640154
