UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,STUFACR,XSTUFACR
228884,R,274,R,397,R,69,R,255,R,9,R,0,R,246,R,160,R,65,R,0,R,0,R,0,R,0,R,0,A,,25,R
228981,R,364,R,479,R,76,R,416,R,0,R,0,R,416,R,297,R,71,R,1,R,0,R,0,R,1,R,0,R,0,14,R
229018,R,363,R,1640,R,22,R,429,R,0,Z,0,R,429,R,291,R,68,R,23,R,0,R,0,R,23,R,17,R,74,20,R
229027,R,4865,R,8433,R,58,R,4946,R,0,R,0,R,4946,R,3631,R,73,R,83,R,0,R,0,R,83,R,46,R,55,25,R
229063,R,1503,R,2349,R,64,R,1755,Z,0,Z,0,R,1755,R,948,R,54,R,220,Z,0,Z,0,R,220,R,35,R,16,18,R
229115,R,6083,R,9731,R,63,R,5784,R,1,R,0,R,5783,R,4913,R,85,R,99,R,0,R,0,R,99,R,60,R,61,20,R
229160,R,298,R,527,R,57,R,306,R,0,R,0,R,306,R,155,R,51,R,0,R,0,R,0,R,0,R,0,A,,15,R
229179,R,1223,R,3355,R,36,R,1249,R,0,R,0,R,1249,R,906,R,73,R,30,R,0,R,0,R,30,R,17,R,57,16,R
229267,R,690,R,718,R,96,R,642,R,0,R,0,R,642,R,582,R,91,A,,A,,A,,A,,A,,A,,9,R
229300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,5,R
229337,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,7,R
229355,R,2697,R,4323,R,62,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,18,R
229416,A,,A,,A,,R,376,R,1,R,0,R,375,R,248,R,66,A,,A,,A,,A,,A,,A,,33,R
229425,A,,A,,A,,R,24,R,0,R,0,R,24,R,16,R,67,R,13,R,0,R,0,R,13,R,9,R,69,15,R
229504,R,284,R,896,R,32,R,321,Z,0,Z,0,R,321,R,169,R,53,R,116,Z,0,Z,0,R,116,R,46,R,40,15,R
229522,A,,A,,A,,R,13,Z,0,Z,0,R,13,R,8,R,62,R,8,Z,0,Z,0,R,8,R,6,R,75,4,R
229540,R,385,R,1289,R,30,R,320,R,0,R,0,R,320,R,222,R,69,R,313,R,1,R,0,R,312,R,148,R,47,16,R
229656,A,,A,,A,,R,90,R,0,R,0,R,90,R,53,R,59,R,18,Z,0,Z,0,R,18,R,17,R,94,12,R
229780,R,281,R,591,R,48,R,271,R,0,R,0,R,271,R,132,R,49,R,26,R,0,R,0,R,26,R,15,R,58,8,R
229799,R,754,R,2360,R,32,R,876,R,0,R,0,R,876,R,488,R,56,R,256,R,0,R,0,R,256,R,108,R,42,18,R
229814,R,1170,R,2231,R,52,R,1228,R,0,R,0,R,1228,R,824,R,67,R,17,R,0,R,0,R,17,R,9,R,53,20,R
229832,R,243,R,656,R,37,R,229,R,0,R,0,R,229,R,127,R,55,R,78,R,0,R,0,R,78,R,43,R,55,20,R
229841,R,1338,R,2603,R,51,R,1278,R,0,R,0,R,1278,R,903,R,71,R,422,R,0,R,0,R,422,R,211,R,50,20,R
229887,R,123,R,209,R,59,R,175,R,0,R,0,R,175,R,68,R,39,A,,A,,A,,A,,A,,A,,14,R
229957,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,R,15,R,0,R,0,R,15,R,14,R,93,4,R
230010,A,,A,,A,,R,234,R,3,R,0,R,231,R,127,R,55,R,238,R,3,R,0,R,235,R,143,R,61,16,R
230038,R,5635,R,6544,R,86,R,5352,R,2007,R,0,R,3345,R,2944,R,88,R,88,R,22,R,0,R,66,R,44,R,67,20,R
230047,R,525,R,702,R,75,R,607,R,142,R,0,R,465,R,295,R,63,R,4,R,0,R,0,R,4,R,1,R,25,17,R
230056,R,18,R,50,R,36,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,8,R
230065,A,,A,,A,,R,16,R,0,R,0,R,16,R,13,R,81,R,5,R,0,R,0,R,5,R,4,R,80,9,R
230144,A,,A,,A,,R,4,R,0,R,0,R,4,R,3,R,75,A,,A,,A,,A,,A,,A,,10,R
230162,A,,A,,A,,R,95,R,0,Z,0,R,95,R,60,R,63,R,215,R,1,Z,0,R,214,R,109,R,51,10,R
230171,R,1942,R,4183,R,46,R,1356,R,93,Z,0,R,1263,R,666,R,53,R,146,R,4,R,0,R,142,R,47,R,33,20,R
230199,A,,A,,A,,R,20,R,0,R,0,R,20,R,4,R,20,A,,A,,A,,A,,A,,A,,13,R
230205,A,,A,,A,,R,10,R,0,R,0,R,10,R,10,R,100,R,2,R,0,R,0,R,2,R,2,R,100,20,R
230214,A,,A,,A,,R,6,R,0,R,0,R,6,R,6,R,100,R,6,R,0,R,0,R,6,R,4,R,67,15,R
230366,R,20,R,68,R,29,R,18,R,0,Z,0,R,18,R,11,R,61,R,6,R,0,Z,0,R,6,R,1,R,17,8,R
230418,R,399,R,803,R,50,R,380,R,0,R,0,R,380,R,195,R,51,R,121,R,0,R,0,R,121,R,35,R,29,21,R
230490,A,,A,,A,,R,41,R,3,R,0,R,38,R,18,R,47,R,128,R,1,R,0,R,127,R,62,R,49,11,R
230597,R,1397,R,3089,R,45,R,1453,R,363,R,0,R,1090,R,697,R,64,R,100,R,38,R,0,R,62,R,24,R,39,20,R
230603,R,2042,R,3431,R,60,R,1687,R,263,R,0,R,1424,R,1037,R,73,R,47,R,7,R,0,R,40,R,17,R,43,19,R
230621,A,,A,,A,,R,11,R,0,R,0,R,11,R,5,R,45,A,,A,,A,,A,,A,,A,,15,R
230630,A,,A,,A,,R,3,R,0,R,0,R,3,R,2,R,67,A,,A,,A,,A,,A,,A,,8,R
230676,A,,A,,A,,R,52,R,0,R,0,R,52,R,40,R,77,R,42,R,0,R,0,R,42,R,27,R,64,8,R
230728,R,4086,R,5843,R,70,R,3370,R,510,Z,0,R,2860,R,2075,R,73,R,198,R,14,Z,0,R,184,R,98,R,53,20,R
230737,R,3601,R,7838,R,46,R,1774,R,248,R,0,R,1526,R,983,R,64,R,561,R,37,R,0,R,524,R,232,R,44,22,R
230746,R,1852,R,6757,R,27,R,2064,Z,0,Z,0,R,2064,R,1233,R,60,R,2333,R,3,Z,0,R,2330,R,1025,R,44,18,R
230764,R,3987,R,6135,R,65,R,3853,R,463,Z,0,R,3390,R,3003,R,89,R,266,R,31,R,0,R,235,R,129,R,55,17,R
230782,R,2515,R,12620,R,20,R,1350,R,90,R,0,R,1260,R,822,R,65,R,384,R,11,Z,0,R,373,R,161,R,43,21,R
230807,R,435,R,609,R,71,R,365,R,10,R,0,R,355,R,290,R,82,R,3,R,0,R,0,R,3,R,1,R,33,8,R
230816,R,198,R,228,R,87,R,219,R,0,R,0,R,219,R,160,R,73,R,6,R,0,R,0,R,6,R,1,R,17,9,R
230834,R,423,R,681,R,62,R,365,R,0,R,0,R,365,R,253,R,69,R,3,R,0,R,0,R,3,R,0,R,0,18,R
230852,R,536,R,798,R,67,R,586,R,0,R,0,R,586,R,454,R,77,R,1,R,0,R,0,R,1,R,0,R,0,14,R
230861,R,194,R,2148,R,9,R,212,R,0,R,0,R,212,R,113,R,53,R,528,R,17,Z,0,R,511,R,175,R,34,13,R
230889,R,5,R,61,R,8,R,4,R,0,R,0,R,4,R,2,R,50,R,0,R,0,R,0,R,0,R,0,A,,13,R
230898,R,115,R,157,R,73,R,111,R,0,R,0,R,111,R,78,R,70,A,,A,,A,,A,,A,,A,,14,R
230913,R,399,R,788,R,51,R,403,R,0,R,0,R,403,R,266,R,66,R,12,R,0,R,0,R,12,R,6,R,50,15,R
230940,R,38,R,46,R,83,R,28,R,0,R,0,R,28,R,17,R,61,A,,A,,A,,A,,A,,A,,4,R
230959,R,628,R,646,R,97,R,635,R,0,R,0,R,635,R,612,R,96,A,,A,,A,,A,,A,,A,,8,R
230977,R,23,R,32,R,72,R,18,R,0,R,0,R,18,R,18,R,100,A,,A,,A,,A,,A,,A,,6,R
230995,R,677,R,918,R,74,R,681,R,0,R,0,R,681,R,536,R,79,R,1,R,0,R,0,R,1,R,0,R,0,14,R
231004,A,,A,,A,,R,5,R,0,R,0,R,5,R,2,R,40,A,,A,,A,,A,,A,,A,,8,R
231059,R,448,R,496,R,90,R,408,R,0,R,0,R,408,R,341,R,84,R,1,R,0,R,0,R,1,R,1,R,100,13,R
231077,R,24,R,47,R,51,R,67,R,0,R,0,R,67,R,30,R,45,R,0,R,0,R,0,R,0,R,0,A,,7,R
231086,R,79,R,133,R,59,R,84,R,0,R,0,R,84,R,49,R,58,R,0,R,0,R,0,R,0,R,0,A,,10,R
231095,R,19,R,64,R,30,R,28,R,0,R,0,R,28,R,16,R,57,R,0,R,0,R,0,R,0,R,0,A,,7,R
231165,R,222,R,703,R,32,R,98,R,0,R,0,R,98,R,75,R,77,R,7,R,0,R,0,R,7,R,5,R,71,11,R
231174,R,2512,R,3293,R,76,R,2622,R,1,R,4,R,2625,R,2276,R,87,R,20,Z,0,Z,0,R,20,R,12,R,60,16,R
231280,A,,A,,A,,R,45,R,0,R,0,R,45,R,16,R,36,R,24,R,0,R,0,R,24,R,10,R,42,6,R
231411,R,216,R,243,R,89,R,169,R,10,R,0,R,159,R,119,R,75,A,,A,,A,,A,,A,,A,,20,R
231420,R,291,R,357,R,82,R,280,R,1,R,0,R,279,R,176,R,63,R,0,R,0,R,0,R,0,R,0,A,,12,R
231536,R,476,R,1054,R,45,R,468,R,0,R,0,R,468,R,278,R,59,R,413,R,0,R,0,R,413,R,176,R,43,20,R
231554,R,220,R,381,R,58,R,208,Z,0,Z,0,R,208,R,107,R,51,R,0,Z,0,Z,0,R,0,R,0,A,,14,R
231581,R,590,R,632,R,93,R,534,R,0,R,0,R,534,R,361,R,68,A,,A,,A,,A,,A,,A,,14,R
231624,R,1545,R,1720,R,90,R,1529,R,2,R,0,R,1527,R,1453,R,95,R,2,R,0,R,0,R,2,R,2,R,100,11,R
231651,R,334,R,1503,R,22,R,275,R,0,R,0,R,275,R,210,R,76,R,131,R,0,R,0,R,131,R,34,R,26,47,R
231688,A,,A,,A,,R,10,R,0,R,0,R,10,R,8,R,80,R,4,R,0,R,0,R,4,R,3,R,75,7,R
231697,R,385,R,943,R,41,R,343,R,0,R,0,R,343,R,207,R,60,R,320,R,0,R,0,R,320,R,121,R,38,18,R
231712,R,1228,R,1372,R,90,R,1293,R,0,R,0,R,1293,R,1126,R,87,R,0,R,0,R,0,R,0,R,0,A,,14,R
231721,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,10,R
231785,R,85,R,205,R,41,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,13,R
231828,R,30,R,264,R,11,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,23,R
231837,R,63,R,264,R,24,R,52,R,0,R,0,R,52,R,34,R,65,R,1,R,0,R,0,R,1,R,1,R,100,8,R
231873,R,148,R,228,R,65,R,136,R,0,R,0,R,136,R,77,R,57,R,45,R,0,R,0,R,45,R,18,R,40,14,R
231882,R,345,R,597,R,58,R,308,R,0,R,0,R,308,R,204,R,66,R,134,R,0,R,0,R,134,R,54,R,40,21,R
232016,R,12,R,12,R,100,R,0,Z,0,Z,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,6,R
232025,R,268,R,330,R,81,R,253,R,0,R,0,R,253,R,186,R,74,R,0,R,0,R,0,R,0,R,0,A,,10,R
232043,R,200,R,288,R,69,R,189,R,0,R,0,R,189,R,133,R,70,R,0,R,0,R,0,R,0,R,0,A,,9,R
232052,R,57,R,125,R,46,R,52,R,0,R,0,R,52,R,32,R,62,R,64,R,0,R,0,R,64,R,36,R,56,11,R
232089,R,416,R,457,R,91,R,359,R,0,R,0,R,359,R,177,R,49,A,,A,,A,,A,,A,,A,,13,R
232186,R,3664,R,7097,R,52,R,3442,R,1,R,0,R,3441,R,2983,R,87,R,47,R,0,R,0,R,47,R,31,R,66,17,R
232195,R,799,R,1760,R,45,R,653,R,0,R,0,R,653,R,445,R,68,R,581,R,0,R,0,R,581,R,267,R,46,22,R
232256,R,343,R,354,R,97,R,312,R,1,R,0,R,311,R,253,R,81,A,,A,,A,,A,,A,,A,,11,R
232265,R,910,R,1032,R,88,R,1015,R,0,R,0,R,1015,R,756,R,74,R,3,R,0,R,0,R,3,R,1,R,33,13,R
232308,R,199,R,232,R,86,R,155,R,0,R,0,R,155,R,121,R,78,R,0,R,0,R,0,R,0,R,0,A,,10,R
232414,R,542,R,1936,R,28,R,502,R,0,R,0,R,502,R,331,R,66,R,709,R,0,R,0,R,709,R,328,R,46,18,R
232423,R,4540,R,5340,R,85,R,4665,R,0,R,0,R,4665,R,4216,R,90,R,3,R,0,R,0,R,3,R,2,R,67,16,R
232450,R,817,R,2091,R,39,R,922,R,0,R,0,R,922,R,597,R,65,R,609,R,0,R,0,R,609,R,278,R,46,23,R
232557,R,3645,R,9814,R,37,R,3211,R,0,Z,0,R,3211,R,2628,R,82,R,515,R,0,Z,0,R,515,R,211,R,41,18,R
232566,R,1003,R,1307,R,77,R,1016,R,1,R,0,R,1015,R,762,R,75,R,37,R,0,R,0,R,37,R,21,R,57,14,R
232575,R,637,R,1458,R,44,R,581,R,0,R,0,R,581,R,382,R,66,R,522,R,0,R,0,R,522,R,236,R,45,21,R
232609,R,534,R,627,R,85,R,542,R,0,R,0,R,542,R,428,R,79,R,0,Z,0,Z,0,R,0,R,0,A,,11,R
232618,R,12,R,79,R,15,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,11,R
232672,R,369,R,565,R,65,R,106,R,0,R,0,R,106,R,80,R,75,R,3,R,0,R,0,R,3,R,2,R,67,10,R
232681,R,920,R,1263,R,73,R,932,R,0,R,0,R,932,R,760,R,82,R,18,R,0,R,0,R,18,R,14,R,78,14,R
232706,R,414,R,624,R,66,R,401,R,0,R,0,R,401,R,290,R,72,R,4,R,0,R,0,R,4,R,3,R,75,13,R
232724,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,4,R
232788,R,272,R,492,R,55,R,344,R,0,R,0,R,344,R,207,R,60,R,88,R,0,R,0,R,88,R,25,R,28,20,R
232797,R,92,R,275,R,33,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,18,R
232867,R,553,R,963,R,57,R,520,R,0,R,0,R,520,R,339,R,65,R,124,R,0,R,0,R,124,R,51,R,41,32,R
232885,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,9,R
232919,A,,A,,A,,R,56,Z,0,Z,0,R,56,R,52,R,93,R,4,Z,0,Z,0,R,4,R,4,R,100,15,R
232937,R,1067,R,1490,R,72,R,1010,R,0,R,0,R,1010,R,705,R,70,R,0,R,0,R,0,R,0,R,0,A,,16,R
232946,R,5667,R,10879,R,52,R,5505,R,0,R,0,R,5505,R,3974,R,72,R,3114,R,0,R,0,R,3114,R,1647,R,53,25,R
232982,R,3150,R,5204,R,61,R,2916,R,53,R,0,R,2863,R,2252,R,79,R,22,R,0,R,0,R,22,R,13,R,59,17,R
233019,R,403,R,603,R,67,R,325,R,0,R,0,R,325,R,211,R,65,R,115,R,0,R,0,R,115,R,60,R,52,17,R
233037,R,135,R,273,R,49,R,98,R,0,R,0,R,98,R,63,R,64,R,77,R,0,R,0,R,77,R,19,R,25,13,R
233082,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,4,R
233116,R,354,R,1034,R,34,R,397,R,0,R,0,R,397,R,263,R,66,R,361,R,0,R,0,R,361,R,175,R,48,18,R
233277,R,1759,R,2377,R,74,R,1845,R,1,R,0,R,1844,R,1308,R,71,R,3,R,0,R,0,R,3,R,1,R,33,16,R
233286,A,,A,,A,,R,34,R,0,R,0,R,34,R,25,R,74,A,,A,,A,,A,,A,,A,,9,R
233295,R,420,R,473,R,89,R,374,R,0,R,0,R,374,R,320,R,86,R,0,R,0,R,0,R,0,R,0,A,,11,R
233301,R,166,R,207,R,80,R,202,R,0,R,0,R,202,R,131,R,65,A,,A,,A,,A,,A,,A,,9,R
233310,R,189,R,488,R,39,R,184,R,0,R,0,R,184,R,117,R,64,R,210,R,0,R,0,R,210,R,90,R,43,19,R
233329,A,,A,,A,,R,16,Z,0,Z,0,R,16,R,5,R,31,A,,A,,A,,A,,A,,A,,16,R
233338,R,425,R,2024,R,21,R,372,R,0,R,0,R,372,R,239,R,64,R,29,R,0,R,0,R,29,R,9,R,31,26,R
233356,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,10,R
233374,R,831,R,1002,R,83,R,799,R,1,Z,0,R,798,R,746,R,93,R,2,R,0,Z,0,R,2,R,1,R,50,8,R
233408,R,6,R,6,R,100,R,8,R,0,R,0,R,8,R,6,R,75,A,,A,,A,,A,,A,,A,,11,R
233426,R,576,R,642,R,90,R,557,R,1,R,0,R,556,R,435,R,78,R,0,R,0,R,0,R,0,R,0,A,,11,R
233480,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,6,R
233541,R,443,R,574,R,77,R,438,R,0,R,0,R,438,R,363,R,83,R,0,R,0,R,0,R,0,R,0,A,,11,R
233611,R,306,R,400,R,77,R,270,R,85,R,0,R,185,R,149,R,81,R,1,R,0,R,0,R,1,R,0,R,0,15,R
233639,R,217,R,526,R,41,R,236,R,0,R,0,R,236,R,138,R,58,R,190,R,0,R,0,R,190,R,75,R,39,21,R
233648,R,341,R,515,R,66,R,335,R,0,R,0,R,335,R,193,R,58,R,99,R,0,R,0,R,99,R,46,R,46,24,R
233666,A,,A,,A,,R,6,R,0,R,0,R,6,R,6,R,100,R,10,R,0,R,0,R,10,R,9,R,90,14,R
233684,R,22,R,1041,R,2,R,21,R,0,R,0,R,21,R,7,R,33,R,173,R,0,R,0,R,173,R,68,R,39,37,R
233718,R,110,R,143,R,77,R,79,R,0,R,0,R,79,R,58,R,73,A,,A,,A,,A,,A,,A,,7,R
233754,R,803,R,1840,R,44,R,739,R,0,R,0,R,739,R,427,R,58,R,610,R,0,R,0,R,610,R,239,R,39,18,R
233772,R,2222,R,5521,R,40,R,2423,R,0,R,0,R,2423,R,1383,R,57,R,1801,R,0,R,0,R,1801,R,682,R,38,20,R
233897,R,307,R,890,R,34,R,257,Z,0,Z,0,R,257,R,184,R,72,R,0,Z,0,Z,0,R,0,R,0,A,,11,R
233903,R,317,R,547,R,58,R,294,R,0,R,0,R,294,R,174,R,59,R,115,R,0,R,0,R,115,R,40,R,35,17,R
233921,R,6254,R,7387,R,85,R,6769,R,1,R,0,R,6768,R,6283,R,93,R,4,R,0,R,0,R,4,R,1,R,25,14,R
233949,R,716,R,1452,R,49,R,795,R,0,R,0,R,795,R,504,R,63,R,437,R,0,R,0,R,437,R,205,R,47,23,R
234030,R,4517,R,6239,R,72,R,4117,R,1,R,0,R,4116,R,3480,R,85,R,13,R,0,R,0,R,13,R,7,R,54,18,R
234076,R,3822,R,4835,R,79,R,3788,R,1,R,0,R,3787,R,3671,R,97,R,0,R,0,R,0,R,0,R,0,A,,15,R
234085,R,454,R,493,R,92,R,424,R,0,R,0,R,424,R,377,R,89,A,,A,,A,,A,,A,,A,,10,R
234119,A,,A,,A,,R,5,R,0,R,0,R,5,R,4,R,80,R,10,R,0,R,0,R,10,R,7,R,70,14,R
234137,R,88,R,108,R,81,R,9,R,0,R,0,R,9,R,8,R,89,R,12,R,0,R,0,R,12,R,11,R,92,15,R
234155,R,928,R,1195,R,78,R,1083,Z,0,Z,0,R,1083,R,713,R,66,R,62,Z,0,Z,0,R,62,R,36,R,58,13,R
234164,R,170,R,276,R,62,R,337,R,0,R,0,R,337,R,230,R,68,R,1,R,0,R,0,R,1,R,0,R,0,16,R
234173,R,354,R,491,R,72,R,423,R,0,R,0,R,423,R,264,R,62,A,,A,,A,,A,,A,,A,,12,R
234207,R,474,R,492,R,96,R,471,R,0,R,0,R,471,R,453,R,96,A,,A,,A,,A,,A,,A,,8,R
234377,R,297,R,567,R,52,R,308,R,0,R,0,R,308,R,185,R,60,R,133,R,0,R,0,R,133,R,55,R,41,23,R
234669,R,735,R,3068,R,24,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,15,R
234696,R,12,R,719,R,2,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,18,R
234711,R,318,R,554,R,57,R,300,Z,0,Z,0,R,300,R,167,R,56,R,34,Z,0,Z,0,R,34,R,14,R,41,15,R
234827,R,2000,R,3651,R,55,R,1960,R,1,Z,0,R,1959,R,1342,R,69,R,27,R,0,Z,0,R,27,R,17,R,63,19,R
234845,R,314,R,841,R,37,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,15,R
234915,A,,A,,A,,R,4,R,0,R,0,R,4,R,3,R,75,R,9,R,0,R,0,R,9,R,2,R,22,6,R
234924,A,,A,,A,,R,22,R,0,R,0,R,22,R,13,R,59,A,,A,,A,,A,,A,,A,,15,R
234933,R,973,R,2286,R,43,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,13,R
234951,R,262,R,1080,R,24,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,21,R
234979,R,901,R,1723,R,52,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,18,R
235024,R,141,R,195,R,72,R,177,Z,0,Z,0,R,177,R,129,R,73,A,,A,,A,,A,,A,,A,,10,N
235088,A,,A,,A,,R,166,Z,0,Z,0,R,166,R,152,R,92,A,,A,,A,,A,,A,,A,,17,R
235097,R,1720,R,2900,R,59,R,1615,R,0,R,0,R,1615,R,1203,R,74,R,19,R,0,R,0,R,19,R,12,R,63,21,R
235103,R,355,R,1890,R,19,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,13,R
235149,R,609,R,1872,R,33,R,724,Z,0,Z,0,R,724,R,465,R,64,R,340,Z,0,Z,0,R,340,R,189,R,56,14,R
235158,A,,A,,A,,R,28,R,0,R,0,R,28,R,26,R,93,A,,A,,A,,A,,A,,A,,14,R
235167,R,302,R,761,R,40,R,509,R,1,R,0,R,508,R,334,R,66,R,12,R,0,R,0,R,12,R,6,R,50,21,R
235237,R,382,R,1560,R,24,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,15,R
235307,A,,A,,A,,R,24,R,0,R,0,R,24,R,20,R,83,A,,A,,A,,A,,A,,A,,15,R
235316,R,1196,R,1396,R,86,R,1257,R,0,R,0,R,1257,R,1183,R,94,R,0,R,0,R,0,R,0,R,0,A,,11,R
235334,R,266,R,470,R,57,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,16,R
235343,R,681,R,1811,R,38,R,643,Z,0,Z,0,R,643,R,397,R,62,R,246,Z,0,Z,0,R,246,R,118,R,48,12,R
235352,A,,A,,A,,R,9,R,0,R,0,R,9,R,8,R,89,A,,A,,A,,A,,A,,A,,10,R
235422,R,95,R,253,R,38,R,107,R,0,R,0,R,107,R,69,R,64,R,1,Z,0,Z,0,R,1,R,0,R,0,7,R
235431,R,361,R,1391,R,26,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,13,R
235501,A,,A,,A,,R,62,R,0,R,0,R,62,R,41,R,66,A,,A,,A,,A,,A,,A,,6,R
235547,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12,R
235583,A,,A,,A,,R,33,Z,0,Z,0,R,33,R,21,R,64,A,,A,,A,,A,,A,,A,,14,R
235671,R,166,R,1998,R,8,R,201,Z,0,Z,0,R,201,R,124,R,62,R,23,Z,0,Z,0,R,23,R,15,R,65,21,R
235699,R,154,R,1254,R,12,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,12,R
235750,R,201,R,711,R,28,R,228,Z,0,Z,0,R,228,R,123,R,54,R,81,Z,0,Z,0,R,81,R,30,R,37,13,R
236018,A,,A,,A,,R,2,R,0,R,0,R,2,R,2,R,100,A,,A,,A,,A,,A,,A,,8,R
236072,R,177,R,1904,R,9,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,17,R
236133,R,219,R,349,R,63,R,188,R,0,R,0,R,188,R,158,R,84,R,2,R,0,R,0,R,2,R,1,R,50,12,R
236188,R,406,R,1372,R,30,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,18,R
236212,A,,A,,A,,R,202,R,0,R,0,R,202,R,173,R,86,A,,A,,A,,A,,A,,A,,16,R
236230,R,649,R,845,R,77,R,619,R,0,R,0,R,619,R,514,R,83,A,,A,,A,,A,,A,,A,,12,R
236258,R,160,R,390,R,41,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,14,R
236328,R,653,R,711,R,92,R,590,R,1,R,0,R,589,R,475,R,81,R,3,R,0,R,0,R,3,R,1,R,33,11,R
236382,R,181,R,1139,R,16,R,0,Z,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,17,R
236452,R,239,R,473,R,51,R,275,R,0,R,0,R,275,R,215,R,78,R,3,R,0,R,0,R,3,R,3,R,100,11,R
236504,R,226,R,1889,R,12,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,18,R
236513,R,206,R,1750,R,12,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,14,R
236577,R,708,R,921,R,77,R,642,R,0,R,0,R,642,R,512,R,80,R,5,R,0,R,0,R,5,R,3,R,60,13,R
236595,R,1074,R,1517,R,71,R,948,R,0,Z,0,R,948,R,808,R,85,R,9,R,0,Z,0,R,9,R,2,R,22,11,R
236610,R,279,R,1640,R,17,R,313,Z,0,Z,0,R,313,R,194,R,62,R,120,Z,0,Z,0,R,120,R,54,R,45,13,R
236638,R,407,R,1380,R,29,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,15,R
236656,R,476,R,1269,R,38,R,482,Z,0,Z,0,R,482,R,284,R,59,R,205,Z,0,Z,0,R,205,R,89,R,43,15,R
236692,R,792,R,3325,R,24,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,21,R
236708,R,977,R,1956,R,50,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,19,R
236744,A,,A,,A,,R,36,R,0,R,0,R,36,R,25,R,69,A,,A,,A,,A,,A,,A,,14,R
236753,R,742,R,1707,R,43,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,16,R
236887,R,416,R,915,R,45,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,16,R
