UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,STUFACR,XSTUFACR
418205,A,,A,,A,,R,55,R,0,Z,0,R,55,R,50,R,91,R,6,R,0,R,0,R,6,R,6,R,100,12,R
418223,A,,A,,A,,R,72,Z,0,Z,0,R,72,R,55,R,76,A,,A,,A,,A,,A,,A,,6,R
418250,A,,A,,A,,R,98,R,0,R,0,R,98,R,64,R,65,R,31,R,0,R,0,R,31,R,24,R,77,11,R
418269,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,10,R
418278,A,,A,,A,,R,4,R,0,R,0,R,4,R,4,R,100,R,15,R,0,R,0,R,15,R,13,R,87,16,R
418296,A,,A,,A,,R,77,R,0,R,0,R,77,R,77,R,100,R,396,R,0,R,0,R,396,R,200,R,51,18,R
418302,A,,A,,A,,R,39,R,0,R,0,R,39,R,27,R,69,R,42,R,0,R,0,R,42,R,34,R,81,8,R
418320,A,,A,,A,,R,19,R,0,R,0,R,19,R,8,R,42,R,102,R,0,R,0,R,102,R,48,R,47,9,R
418339,A,,A,,A,,R,18,R,0,R,0,R,18,R,3,R,17,R,44,R,0,R,0,R,44,R,7,R,16,12,R
418348,A,,A,,A,,R,48,R,0,R,0,R,48,R,39,R,81,R,30,R,0,R,0,R,30,R,17,R,57,12,R
418357,A,,A,,A,,R,21,R,0,R,0,R,21,R,4,R,19,R,4,R,0,R,0,R,4,R,0,R,0,9,R
418409,A,,A,,A,,R,50,R,0,R,0,R,50,R,40,R,80,R,6,Z,0,Z,0,R,6,R,5,R,83,10,R
418427,A,,A,,A,,R,7,R,0,R,0,R,7,R,4,R,57,R,0,R,0,R,0,R,0,R,0,A,,13,R
418445,A,,A,,A,,R,10,R,0,R,0,R,10,R,8,R,80,A,,A,,A,,A,,A,,A,,8,R
418454,A,,A,,A,,R,77,R,0,R,0,R,77,R,56,R,73,R,16,Z,0,Z,0,R,16,R,15,R,94,10,R
418481,A,,A,,A,,R,25,R,0,R,0,R,25,R,22,R,88,A,,A,,A,,A,,A,,A,,15,R
418515,A,,A,,A,,R,117,R,0,R,0,R,117,R,84,R,72,R,18,R,0,R,0,R,18,R,14,R,78,11,R
418524,A,,A,,A,,R,26,R,0,R,0,R,26,R,16,R,62,A,,A,,A,,A,,A,,A,,13,R
418533,A,,A,,A,,R,57,R,1,R,0,R,56,R,46,R,82,R,16,R,1,R,0,R,15,R,10,R,67,17,R
418542,A,,A,,A,,R,26,Z,0,Z,0,R,26,R,21,R,81,R,38,Z,0,Z,0,R,38,R,28,R,74,4,R
418560,A,,A,,A,,R,10,R,0,R,0,R,10,R,2,R,20,R,20,R,0,R,0,R,20,R,15,R,75,2,R
418588,A,,A,,A,,R,27,R,0,R,0,R,27,R,16,R,59,A,,A,,A,,A,,A,,A,,15,R
418603,A,,A,,A,,R,12,R,0,R,0,R,12,R,12,R,100,R,0,R,0,R,0,R,0,R,0,A,,11,R
418612,A,,A,,A,,R,0,Z,0,Z,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,8,R
418658,A,,A,,A,,R,62,Z,0,Z,0,R,62,R,49,R,79,A,,A,,A,,A,,A,,A,,15,R
418755,A,,A,,A,,R,24,R,0,R,0,R,24,R,14,R,58,A,,A,,A,,A,,A,,A,,6,R
418764,A,,A,,A,,R,13,R,0,R,0,R,13,R,11,R,85,A,,A,,A,,A,,A,,A,,20,R
418773,A,,A,,A,,R,135,R,0,R,0,R,135,R,98,R,73,R,25,Z,0,Z,0,R,25,R,20,R,80,15,R
418782,A,,A,,A,,R,137,R,0,R,0,R,137,R,107,R,78,A,,A,,A,,A,,A,,A,,16,R
418870,A,,A,,A,,R,19,Z,0,Z,0,R,19,R,9,R,47,A,,A,,A,,A,,A,,A,,13,R
418889,A,,A,,A,,R,20,R,0,R,0,R,20,R,16,R,80,R,19,R,0,R,0,R,19,R,19,R,100,12,R
418913,A,,A,,A,,R,29,R,0,R,0,R,29,R,15,R,52,A,,A,,A,,A,,A,,A,,1,R
418968,A,,A,,A,,R,38,R,0,R,0,R,38,R,22,R,58,A,,A,,A,,A,,A,,A,,14,R
419031,A,,A,,A,,R,10,Z,0,Z,0,R,10,R,7,R,70,A,,A,,A,,A,,A,,A,,12,R
419095,A,,A,,A,,R,9,R,0,R,0,R,9,R,8,R,89,A,,A,,A,,A,,A,,A,,4,R
419183,A,,A,,A,,R,122,R,0,R,0,R,122,R,95,R,78,A,,A,,A,,A,,A,,A,,16,R
419217,A,,A,,A,,R,2,R,0,R,0,R,2,R,0,R,0,A,,A,,A,,A,,A,,A,,13,R
419226,A,,A,,A,,R,288,R,0,R,0,R,288,R,281,R,98,A,,A,,A,,A,,A,,A,,6,R
419235,A,,A,,A,,R,46,R,2,R,0,R,44,R,38,R,86,A,,A,,A,,A,,A,,A,,15,R
419244,A,,A,,A,,R,25,R,0,R,0,R,25,R,19,R,76,R,20,R,0,R,0,R,20,R,13,R,65,11,R
419253,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,9,R
419280,A,,A,,A,,R,2,R,0,R,0,R,2,R,2,R,100,R,1,R,0,R,0,R,1,R,0,R,0,5,R
419332,A,,A,,A,,R,2,R,0,R,0,R,2,R,1,R,50,R,1,R,1,R,0,R,0,R,0,A,,10,R
419341,R,17,R,17,R,100,R,13,R,0,Z,0,R,13,R,10,R,77,A,,A,,A,,A,,A,,A,,7,R
419411,A,,A,,A,,R,26,Z,0,Z,0,R,26,R,19,R,73,R,17,Z,0,Z,0,R,17,R,13,R,76,15,R
419420,A,,A,,A,,R,15,R,0,R,0,R,15,R,10,R,67,R,18,Z,0,Z,0,R,18,R,13,R,72,19,R
419484,A,,A,,A,,R,8,R,0,R,0,R,8,R,4,R,50,A,,A,,A,,A,,A,,A,,15,R
419633,A,,A,,A,,R,20,R,0,R,0,R,20,R,16,R,80,A,,A,,A,,A,,A,,A,,9,R
419660,A,,A,,A,,R,77,R,0,R,0,R,77,R,68,R,88,A,,A,,A,,A,,A,,A,,12,R
419703,A,,A,,A,,R,324,R,0,R,0,R,324,R,197,R,61,A,,A,,A,,A,,A,,A,,16,R
419712,A,,A,,A,,R,119,R,0,R,0,R,119,R,81,R,68,A,,A,,A,,A,,A,,A,,11,R
419721,A,,A,,A,,R,132,R,0,R,0,R,132,R,106,R,80,A,,A,,A,,A,,A,,A,,13,R
420024,R,9,R,9,R,100,R,0,Z,0,Z,0,R,0,R,0,A,,R,0,Z,0,Z,0,R,0,R,0,A,,9,R
420042,A,,A,,A,,R,3,R,0,Z,0,R,3,R,2,R,67,A,,A,,A,,A,,A,,A,,10,R
420103,A,,A,,A,,R,55,Z,0,Z,0,R,55,R,39,R,71,A,,A,,A,,A,,A,,A,,20,R
420130,A,,A,,A,,R,67,R,0,R,0,R,67,R,42,R,63,A,,A,,A,,A,,A,,A,,20,R
420255,A,,A,,A,,R,27,R,0,R,0,R,27,R,21,R,78,A,,A,,A,,A,,A,,A,,14,R
420325,R,18,R,29,R,62,R,19,R,0,R,0,R,19,R,7,R,37,A,,A,,A,,A,,A,,A,,15,R
420343,A,,A,,A,,R,257,R,0,R,0,R,257,R,200,R,78,R,66,R,0,R,0,R,66,R,50,R,76,24,R
420370,A,,A,,A,,R,104,R,0,R,0,R,104,R,72,R,69,A,,A,,A,,A,,A,,A,,24,R
420398,R,1307,R,3584,R,36,R,1282,Z,0,Z,0,R,1282,R,849,R,66,R,1305,Z,0,Z,0,R,1305,R,666,R,51,27,R
420431,R,69,R,604,R,11,R,63,R,0,Z,0,R,63,R,42,R,67,R,179,R,0,Z,0,R,179,R,94,R,53,9,R
420440,R,153,R,730,R,21,R,133,R,0,R,0,R,133,R,80,R,60,R,95,R,0,R,0,R,95,R,41,R,43,15,R
420459,A,,A,,A,,R,57,R,0,R,0,R,57,R,2,R,4,R,34,R,0,R,0,R,34,R,5,R,15,13,R
420468,A,,A,,A,,R,119,Z,0,Z,0,R,119,R,80,R,67,R,58,Z,0,Z,0,R,58,R,37,R,64,12,R
420538,R,151,R,628,R,24,R,184,R,0,R,0,R,184,R,102,R,55,R,66,R,0,R,0,R,66,R,29,R,44,16,R
420556,R,105,R,293,R,36,R,85,Z,0,Z,0,R,85,R,42,R,49,R,60,Z,0,Z,0,R,60,R,9,R,15,12,R
420574,R,638,R,1179,R,54,R,576,R,10,R,0,R,566,R,461,R,81,R,5,R,0,R,0,R,5,R,2,R,40,18,R
420608,A,,A,,A,,R,9,R,0,R,0,R,9,R,8,R,89,A,,A,,A,,A,,A,,A,,30,R
420723,R,55,R,97,R,57,R,72,R,0,R,0,R,72,R,33,R,46,R,27,R,0,R,0,R,27,R,4,R,15,9,R
420981,A,,A,,A,,R,215,R,0,R,0,R,215,R,159,R,74,A,,A,,A,,A,,A,,A,,14,R
421513,A,,A,,A,,R,5,R,0,R,0,R,5,R,4,R,80,R,0,R,0,R,0,R,0,R,0,A,,9,R
421610,A,,A,,A,,R,10,R,0,R,0,R,10,R,10,R,100,R,2,R,0,R,0,R,2,R,2,R,100,10,R
421665,A,,A,,A,,R,1,Z,0,Z,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,4,R
421708,A,,A,,A,,R,232,R,0,R,0,R,232,R,127,R,55,A,,A,,A,,A,,A,,A,,24,R
421717,A,,A,,A,,R,15,R,0,R,0,R,15,R,10,R,67,A,,A,,A,,A,,A,,A,,10,R
421771,A,,A,,A,,R,2,R,0,R,0,R,2,R,1,R,50,A,,A,,A,,A,,A,,A,,25,R
421832,R,43,R,55,R,78,R,7,R,0,Z,0,R,7,R,3,R,43,A,,A,,A,,A,,A,,A,,10,R
421841,R,106,R,146,R,73,R,80,R,0,R,0,R,80,R,64,R,80,A,,A,,A,,A,,A,,A,,18,R
421878,R,74,R,98,R,76,R,17,R,0,R,0,R,17,R,11,R,65,R,5,Z,0,Z,0,R,5,R,3,R,60,10,R
421896,A,,A,,A,,R,52,R,0,R,0,R,52,R,44,R,85,A,,A,,A,,A,,A,,A,,23,R
422190,A,,A,,A,,R,3,Z,0,Z,0,R,3,R,2,R,67,R,2,Z,0,Z,0,R,2,R,1,R,50,25,R
422695,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,18,R
422835,A,,A,,A,,R,44,R,0,R,0,R,44,R,37,R,84,A,,A,,A,,A,,A,,A,,14,R
423120,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,45,R
423397,A,,A,,A,,R,67,R,0,R,0,R,67,R,45,R,67,A,,A,,A,,A,,A,,A,,27,R
423412,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,10,R
423652,R,68,R,137,R,50,R,61,R,1,Z,0,R,60,R,30,R,50,R,73,Z,0,Z,0,R,73,R,16,R,22,10,R
425250,A,,A,,A,,R,15,R,1,R,0,R,14,R,11,R,79,R,9,R,0,R,0,R,9,R,6,R,67,11,R
425986,A,,A,,A,,R,65,R,0,R,0,R,65,R,32,R,49,A,,A,,A,,A,,A,,A,,15,R
426314,A,,A,,A,,R,61,R,0,R,0,R,61,R,29,R,48,R,314,R,0,R,0,R,314,R,138,R,44,18,R
427308,A,,A,,A,,R,69,R,8,R,0,R,61,R,55,R,90,A,,A,,A,,A,,A,,A,,13,R
427335,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,8,R
427894,A,,A,,A,,R,21,Z,0,Z,0,R,21,R,16,R,76,A,,A,,A,,A,,A,,A,,14,R
427973,A,,A,,A,,R,23,Z,0,Z,0,R,23,R,23,R,100,R,5,Z,0,Z,0,R,5,R,3,R,60,14,R
427982,R,2,R,2,R,100,R,12,Z,0,Z,0,R,12,R,9,R,75,R,1,Z,0,Z,0,R,1,R,0,R,0,4,R
427991,A,,A,,A,,R,243,R,0,R,0,R,243,R,167,R,69,R,36,R,0,R,0,R,36,R,19,R,53,19,R
428000,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,14,R
428019,A,,A,,A,,R,39,R,0,R,0,R,39,R,12,R,31,A,,A,,A,,A,,A,,A,,11,R
428055,A,,A,,A,,R,64,R,0,R,0,R,64,R,41,R,64,A,,A,,A,,A,,A,,A,,18,R
428125,A,,A,,A,,R,13,R,0,R,0,R,13,R,10,R,77,A,,A,,A,,A,,A,,A,,25,R
428143,A,,A,,A,,R,11,Z,0,Z,0,R,11,R,6,R,55,A,,A,,A,,A,,A,,A,,20,R
428170,R,180,R,471,R,38,R,187,R,0,R,0,R,187,R,159,R,85,R,197,R,0,R,0,R,197,R,136,R,69,5,R
428259,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,4,R
428392,R,177,R,398,R,44,R,212,Z,0,Z,0,R,212,R,103,R,49,R,171,Z,0,Z,0,R,171,R,43,R,25,15,R
429012,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,R
429128,R,12,R,268,R,4,R,16,Z,0,Z,0,R,16,R,8,R,50,R,82,Z,0,Z,0,R,82,R,41,R,50,12,R
430184,R,8,R,721,R,1,R,7,R,0,R,0,R,7,R,4,R,57,R,172,R,0,R,0,R,172,R,79,R,46,40,R
430218,A,,A,,A,,R,25,R,0,Z,0,R,25,R,18,R,72,R,13,R,0,Z,0,R,13,R,8,R,62,13,R
430227,A,,A,,A,,R,30,R,0,Z,0,R,30,R,22,R,73,R,10,R,0,Z,0,R,10,R,7,R,70,23,R
430245,A,,A,,A,,R,412,R,0,R,0,R,412,R,268,R,65,A,,A,,A,,A,,A,,A,,20,R
430306,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12,R
430342,A,,A,,A,,R,14,Z,0,Z,0,R,14,R,9,R,64,A,,A,,A,,A,,A,,A,,22,R
430403,A,,A,,A,,R,40,Z,0,Z,0,R,40,R,32,R,80,A,,A,,A,,A,,A,,A,,20,R
430485,R,13,R,15,R,87,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,9,R
430564,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,10,R
430582,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,50,R
430670,R,14,R,25,R,56,R,4,R,0,R,0,R,4,R,4,R,100,A,,A,,A,,A,,A,,A,,7,R
430704,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,6,R
430795,A,,A,,A,,R,178,R,0,R,0,R,178,R,163,R,92,R,16,R,0,R,0,R,16,R,16,R,100,16,R
430810,R,66,R,90,R,73,R,62,R,0,R,0,R,62,R,40,R,65,A,,A,,A,,A,,A,,A,,8,R
430883,A,,A,,A,,R,9,R,0,R,0,R,9,R,6,R,67,A,,A,,A,,A,,A,,A,,8,R
430908,A,,A,,A,,R,31,R,0,R,0,R,31,R,25,R,81,R,10,R,0,R,0,R,10,R,9,R,90,10,R
430935,R,117,R,250,R,47,R,132,R,0,R,0,R,132,R,80,R,61,R,26,R,0,R,0,R,26,R,16,R,62,30,R
430971,A,,A,,A,,R,8,R,0,R,0,R,8,R,7,R,88,A,,A,,A,,A,,A,,A,,10,R
431017,A,,A,,A,,R,39,R,0,R,0,R,39,R,20,R,51,R,21,R,0,R,0,R,21,R,14,R,67,3,R
431071,A,,A,,A,,R,8,R,0,R,0,R,8,R,7,R,88,R,3,R,0,R,0,R,3,R,3,R,100,12,R
431099,A,,A,,A,,R,25,R,0,R,0,R,25,R,19,R,76,R,18,R,2,R,0,R,16,R,14,R,88,17,R
431105,A,,A,,A,,R,11,R,0,R,0,R,11,R,9,R,82,R,22,R,0,R,0,R,22,R,9,R,41,7,R
431123,A,,A,,A,,R,47,R,0,R,0,R,47,R,44,R,94,A,,A,,A,,A,,A,,A,,12,R
431141,A,,A,,A,,R,243,R,1,R,0,R,242,R,168,R,69,A,,A,,A,,A,,A,,A,,17,R
431169,A,,A,,A,,R,29,R,0,R,0,R,29,R,15,R,52,A,,A,,A,,A,,A,,A,,9,R
431187,A,,A,,A,,R,48,R,0,R,0,R,48,R,48,R,100,A,,A,,A,,A,,A,,A,,8,R
431196,A,,A,,A,,R,14,R,0,R,0,R,14,R,12,R,86,A,,A,,A,,A,,A,,A,,24,R
431266,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,18,R,0,R,0,R,18,R,5,R,28,10,R
431275,A,,A,,A,,R,3,R,0,Z,0,R,3,R,1,R,33,R,7,R,0,R,0,R,7,R,3,R,43,6,R
431284,A,,A,,A,,R,12,R,0,R,0,R,12,R,8,R,67,R,11,R,0,R,0,R,11,R,7,R,64,25,R
431558,A,,A,,A,,R,120,R,0,R,0,R,120,R,32,R,27,A,,A,,A,,A,,A,,A,,18,R
431600,A,,A,,A,,R,14,R,0,R,0,R,14,R,6,R,43,A,,A,,A,,A,,A,,A,,14,R
431716,A,,A,,A,,R,250,R,0,R,0,R,250,R,101,R,40,A,,A,,A,,A,,A,,A,,3,R
431929,R,14,R,27,R,52,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,7,R
431956,A,,A,,A,,R,30,Z,0,Z,0,R,30,R,22,R,73,A,,A,,A,,A,,A,,A,,15,R
431965,A,,A,,A,,R,11,R,0,R,0,R,11,R,10,R,91,A,,A,,A,,A,,A,,A,,14,R
431983,R,18,R,18,R,100,R,33,R,0,R,0,R,33,R,28,R,85,A,,A,,A,,A,,A,,A,,19,R
432074,A,,A,,A,,R,43,R,0,R,0,R,43,R,7,R,16,R,29,R,0,R,0,R,29,R,5,R,17,13,R
432117,A,,A,,A,,R,15,R,0,R,0,R,15,R,11,R,73,R,2,R,0,R,0,R,2,R,1,R,50,20,R
432223,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,9,R
432269,A,,A,,A,,R,12,Z,0,Z,0,R,12,R,8,R,67,A,,A,,A,,A,,A,,A,,10,R
432384,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,17,R
432524,R,57,R,79,R,72,R,52,Z,0,Z,0,R,52,R,36,R,69,R,1,Z,0,Z,0,R,1,R,0,R,0,9,R
433004,R,2,R,24,R,8,R,2,R,0,R,0,R,2,R,1,R,50,A,,A,,A,,A,,A,,A,,16,R
433013,A,,A,,A,,R,12,R,0,R,0,R,12,R,12,R,100,A,,A,,A,,A,,A,,A,,30,R
433040,A,,A,,A,,R,36,R,0,R,0,R,36,R,35,R,97,A,,A,,A,,A,,A,,A,,7,R
433068,A,,A,,A,,R,65,Z,0,Z,0,R,65,R,23,R,35,R,15,Z,0,Z,0,R,15,R,1,R,7,18,R
433101,A,,A,,A,,R,146,R,0,R,0,R,146,R,115,R,79,R,28,R,0,R,0,R,28,R,20,R,71,19,R
433138,A,,A,,A,,R,152,R,0,R,0,R,152,R,111,R,73,R,26,R,0,R,0,R,26,R,23,R,88,5,R
433165,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,4,R
433174,R,3,R,117,R,3,R,0,Z,0,Z,0,R,0,Z,0,A,,R,0,Z,0,Z,0,R,0,Z,0,A,,6,R
433387,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,41,R
433420,R,54,R,118,R,46,R,2,R,0,R,0,R,2,R,2,R,100,A,,A,,A,,A,,A,,A,,10,R
433536,R,13,R,39,R,33,R,2,R,0,R,0,R,2,R,0,R,0,R,3,R,0,R,0,R,3,R,0,R,0,16,R
433660,R,2833,R,4010,R,71,R,2578,R,9,Z,0,R,2569,R,1998,R,78,R,48,Z,0,Z,0,R,48,R,32,R,67,22,R
433970,A,,A,,A,,R,12,R,0,R,0,R,12,R,8,R,67,A,,A,,A,,A,,A,,A,,19,R
434016,R,28,R,63,R,44,R,36,R,0,R,0,R,36,R,16,R,44,R,7,R,0,R,0,R,7,R,1,R,14,10,R
434061,R,1020,R,2875,R,35,R,1134,R,0,R,0,R,1134,R,605,R,53,R,237,R,0,R,0,R,237,R,91,R,38,23,R
434140,A,,A,,A,,R,83,R,0,R,0,R,83,R,65,R,78,A,,A,,A,,A,,A,,A,,25,R
434159,A,,A,,A,,R,72,R,0,R,0,R,72,R,53,R,74,A,,A,,A,,A,,A,,A,,24,R
434274,A,,A,,A,,R,55,R,0,R,0,R,55,R,17,R,31,R,21,R,0,R,0,R,21,R,6,R,29,10,R
434283,A,,A,,A,,R,14,R,0,R,0,R,14,R,5,R,36,A,,A,,A,,A,,A,,A,,7,R
434292,A,,A,,A,,R,2,R,0,R,0,R,2,R,1,R,50,A,,A,,A,,A,,A,,A,,20,R
434308,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,30,R
434344,A,,A,,A,,R,53,R,0,R,0,R,53,R,45,R,85,R,3,R,0,R,0,R,3,R,2,R,67,17,R
434362,A,,A,,A,,R,38,R,0,R,0,R,38,R,29,R,76,A,,A,,A,,A,,A,,A,,17,R
434432,R,4,R,4,R,100,R,8,R,0,R,0,R,8,R,6,R,75,A,,A,,A,,A,,A,,A,,20,R
434469,A,,A,,A,,R,9,R,0,R,0,R,9,R,9,R,100,R,6,R,0,R,0,R,6,R,6,R,100,3,R
434496,A,,A,,A,,R,64,R,0,R,0,R,64,R,51,R,80,A,,A,,A,,A,,A,,A,,20,R
434520,A,,A,,A,,R,37,R,0,R,0,R,37,R,18,R,49,R,15,R,0,R,0,R,15,R,9,R,60,16,R
434539,R,29,R,57,R,51,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,15,R
434584,R,26,R,100,R,26,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,8,R
434672,R,1757,R,5163,R,34,R,1725,R,0,Z,0,R,1725,R,820,R,48,R,1835,R,0,Z,0,R,1835,R,722,R,39,15,R
434751,R,19,R,32,R,59,R,16,R,0,R,0,R,16,R,11,R,69,R,16,R,0,R,0,R,16,R,7,R,44,9,R
434821,A,,A,,A,,R,271,R,0,R,0,R,271,R,98,R,36,A,,A,,A,,A,,A,,A,,23,R
434830,A,,A,,A,,R,67,R,0,R,0,R,67,R,52,R,78,R,26,R,0,R,0,R,26,R,23,R,88,17,R
434900,R,58,R,58,R,100,R,70,R,0,R,0,R,70,R,44,R,63,A,,A,,A,,A,,A,,A,,16,R
434937,R,5,R,16,R,31,R,2,R,0,R,0,R,2,R,1,R,50,A,,A,,A,,A,,A,,A,,3,R
434973,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,R
435000,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,R
436003,A,,A,,A,,R,66,R,0,R,0,R,66,R,54,R,82,R,24,Z,0,Z,0,R,24,R,21,R,88,15,R
436030,A,,A,,A,,R,69,R,0,R,0,R,69,R,35,R,51,R,19,R,0,R,0,R,19,R,10,R,53,25,R
436100,A,,A,,A,,R,16,R,0,R,0,R,16,R,15,R,94,A,,A,,A,,A,,A,,A,,20,R
436270,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,15,R
436304,R,489,R,1417,R,35,R,350,R,0,R,0,R,350,R,194,R,55,R,103,R,0,R,0,R,103,R,28,R,27,33,R
436429,A,,A,,A,,R,385,R,0,R,0,R,385,R,329,R,85,A,,A,,A,,A,,A,,A,,24,R
436553,A,,A,,A,,R,14,R,0,R,0,R,14,R,12,R,86,A,,A,,A,,A,,A,,A,,20,R
436599,R,2,R,26,R,8,R,3,R,0,R,0,R,3,R,2,R,67,R,9,R,0,R,0,R,9,R,7,R,78,9,R
436614,R,8,R,10,R,80,R,4,R,0,R,0,R,4,R,4,R,100,R,1,R,0,R,0,R,1,R,1,R,100,4,R
436632,A,,A,,A,,R,74,Z,0,Z,0,R,74,R,61,R,82,R,72,Z,0,Z,0,R,72,R,59,R,82,14,R
436641,A,,A,,A,,R,33,Z,0,Z,0,R,33,R,22,R,67,A,,A,,A,,A,,A,,A,,22,R
436650,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,15,R
436775,A,,A,,A,,R,26,Z,0,Z,0,R,26,R,21,R,81,A,,A,,A,,A,,A,,A,,15,R
436818,R,311,R,345,R,90,R,306,Z,0,Z,0,R,306,R,258,R,84,R,6,Z,0,Z,0,R,6,R,3,R,50,22,R
436827,R,199,R,242,R,82,R,211,Z,0,Z,0,R,211,R,164,R,78,R,4,Z,0,Z,0,R,4,R,2,R,50,16,R
436836,R,647,R,812,R,80,R,549,R,2,Z,0,R,547,R,437,R,80,R,12,Z,0,Z,0,R,12,R,6,R,50,19,R
437097,R,5,R,85,R,6,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,7,R
437103,R,1295,R,3057,R,42,R,1208,R,2,R,0,R,1206,R,624,R,52,R,483,R,0,R,0,R,483,R,155,R,32,29,R
437237,A,,A,,A,,R,39,R,0,R,0,R,39,R,33,R,85,A,,A,,A,,A,,A,,A,,3,R
437316,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,13,R
437325,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,7,R
437556,A,,A,,A,,R,516,R,0,R,0,R,516,R,428,R,83,R,16,R,0,R,0,R,16,R,16,R,100,19,R
437608,A,,A,,A,,R,141,R,6,R,0,R,135,R,60,R,44,R,16,R,0,R,0,R,16,R,12,R,75,20,R
437635,A,,A,,A,,R,367,R,0,R,0,R,367,R,302,R,82,A,,A,,A,,A,,A,,A,,11,R
437705,A,,A,,A,,R,6,R,0,R,0,R,6,R,6,R,100,R,1,R,0,R,0,R,1,R,1,R,100,2,R
437723,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,15,R
437732,A,,A,,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,11,R
437750,R,26,R,26,R,100,R,36,R,0,R,0,R,36,R,6,R,17,A,,A,,A,,A,,A,,A,,17,R
437769,A,,A,,A,,R,7,R,0,R,0,R,7,R,4,R,57,A,,A,,A,,A,,A,,A,,8,R
437778,A,,A,,A,,R,57,R,0,R,0,R,57,R,29,R,51,A,,A,,A,,A,,A,,A,,15,R
437857,A,,A,,A,,R,17,R,0,R,0,R,17,R,15,R,88,R,5,R,0,R,0,R,5,R,4,R,80,12,R
437936,A,,A,,A,,R,48,Z,0,Z,0,R,48,R,36,R,75,R,11,Z,0,Z,0,R,11,R,4,R,36,18,R
438151,A,,A,,A,,R,3,R,0,R,0,R,3,R,1,R,33,A,,A,,A,,A,,A,,A,,13,R
438179,A,,A,,A,,R,12,R,0,R,0,R,12,R,10,R,83,R,8,R,0,R,0,R,8,R,6,R,75,25,R
438221,A,,A,,A,,R,53,Z,0,Z,0,R,53,R,28,R,53,R,16,Z,0,Z,0,R,16,R,6,R,38,14,R
438258,A,,A,,A,,R,18,Z,0,Z,0,R,18,R,13,R,72,R,0,R,0,R,0,R,0,R,0,A,,21,R
